3 1 1 79 1
3 2 1 68 1
9 3 1 56 1
3 4 1 68 1
3 4 1 77 1
3 4 2 62 1
3 4 2 71 1
3 5 1 53 1
3 5 1 68 1
3 6 1 72 1
3 6 2 72 1
3 6 2 93 1
3 7 1 53 1
3 7 1 66 1
3 7 1 70 1
3 7 1 78 1
3 7 1 84 1
3 7 2 57 1
3 7 2 63 1
3 7 2 67 1
3 7 2 68 1
3 7 2 70 1
3 7 2 92 1
3 7 2 94 1
3 8 1 66 1
3 8 1 72 1
3 8 1 85 1
3 8 2 26 1
3 9 1 69 1
3 10 1 24 1
3 10 1 31 1
3 10 1 67 1
3 10 1 68 1
3 10 1 72 1
3 10 1 84 1
3 10 1 85 1
3 11 1 60 1
3 11 1 73 1
3 12 1 73 1
3 12 1 78 1
9 13 1 53 1
3 14 1 49 1
3 14 1 67 1
3 15 1 72 1
3 15 2 96 1
9 16 2 73 1
3 17 2 77 1
3 18 2 62 1
3 18 2 66 1
3 18 2 71 1
3 18 2 72 1
3 19 1 79 1
9 20 2 75 1
3 21 1 69 1
3 21 3 30 1
3 22 1 57 1
3 22 2 63 1
3 22 2 66 1
3 22 2 69 1
3 22 2 70 1
3 22 3 27 1
3 23 2 72 1
3 24 1 47 1
3 24 2 79 1
9 25 1 37 1
9 25 1 38 1
3 26 1 71 1
3 26 1 74 1
3 27 1 48 1
3 27 1 50 1
3 27 2 67 1
3 27 2 76 1
3 28 2 67 1
9 29 1 35 1
3 30 1 49 1
3 30 1 51 1
3 30 1 54 1
3 30 1 61 1
3 30 1 70 1
3 30 2 68 1
3 31 1 64 1
3 31 2 68 1
3 32 1 58 1
3 32 2 69 1
3 32 2 70 1
3 33 1 53 1
9 34 2 65 1
3 35 2 85 1
3 36 1 49 1
3 36 1 55 1
3 36 2 60 1
3 36 2 74 1
3 36 2 82 1
3 37 1 47 1
3 37 1 55 1
3 37 1 66 1
3 37 1 78 1
3 37 2 48 1
3 37 2 49 1
3 37 2 59 1
3 37 2 71 1
3 38 1 47 2
3 38 1 53 1
3 39 1 78 1
3 39 2 74 1
3 40 1 61 1
3 40 2 54 1
3 40 2 63 1
3 41 2 53 1
3 41 2 61 1
3 42 1 37 1
3 42 1 47 1
3 42 2 42 1
3 43 2 58 1
3 43 2 61 1
3 44 1 67 1
3 45 1 53 1
3 45 1 68 1
3 45 1 72 1
9 46 2 58 1
9 46 2 97 1
3 47 1 52 1
3 47 1 53 1
3 47 1 59 1
3 47 1 68 1
3 48 1 74 1
9 49 1 23 1
3 50 1 71 1
3 51 1 46 1
3 51 2 49 1
3 52 1 51 1
3 52 2 57 1
3 53 2 68 1
3 54 1 54 1
3 54 1 62 1
3 54 1 73 1
3 54 1 74 1
3 54 1 80 1
3 54 2 55 1
3 54 2 56 1
3 54 2 58 1
3 54 2 60 1
3 54 2 61 1
3 54 2 67 1
3 54 2 74 1
3 55 1 54 1
3 55 2 59 1
3 56 2 52 1
3 57 2 76 1
3 58 1 49 1
3 58 1 54 1
3 58 2 50 1
3 58 2 67 1
3 58 2 68 1
3 58 2 72 1
3 59 1 89 1
3 60 2 63 1
3 61 1 47 1
3 61 1 55 1
3 61 2 47 1
3 61 2 57 1
3 62 1 54 1
3 63 3 27 1
9 64 2 85 1
9 65 1 87 1
3 66 2 48 1
3 67 2 55 1
3 68 1 60 1
3 69 1 51 1
3 69 1 61 1
3 70 1 68 1
3 71 1 33 1
3 71 1 57 1
9 72 1 26 1
3 73 2 69 1
3 73 2 72 1
3 74 2 70 1
3 75 1 73 1
3 75 2 94 1
3 76 2 100 1
3 76 2 87 1
3 77 1 67 1
3 78 2 57 1
3 78 2 66 1
3 78 2 67 1
6 79 1 80 1
6 80 2 82 1
7 81 1 68 1
7 81 1 80 1
7 81 2 59 1
7 81 2 64 1
7 82 1 50 1
7 82 1 56 1
7 82 1 65 1
7 82 1 67 1
7 82 2 42 1
7 82 2 49 1
7 82 2 55 1
7 82 2 67 1
7 83 1 47 2
7 83 1 49 1
7 83 1 51 1
7 83 1 59 1
7 83 2 41 1
7 83 2 45 1
7 83 2 46 1
7 83 2 57 1
7 83 2 59 1
7 83 2 61 1
7 83 2 70 1
7 84 1 28 1
7 84 1 39 1
7 84 1 43 1
7 84 1 54 2
7 84 1 61 1
7 84 1 62 1
7 84 2 42 1
7 84 2 45 1
7 84 2 46 1
7 84 2 53 2
7 84 2 62 2
7 84 2 67 1
7 84 2 68 1
7 85 1 41 1
7 85 1 42 1
7 85 1 48 1
7 85 1 49 1
7 85 1 57 1
7 85 1 59 1
7 85 1 64 1
7 85 1 66 1
7 85 2 44 1
7 85 2 45 1
7 85 2 47 2
7 85 2 50 1
7 85 2 51 1
7 85 2 54 1
7 85 2 57 1
7 85 2 58 1
7 85 2 63 1
7 85 2 64 1
7 85 2 78 1
1 86 2 65 1
1 87 1 79 1
1 88 1 73 1
1 89 1 35 1
1 89 1 39 1
1 89 2 35 1
1 90 1 74 1
1 90 1 76 1
1 90 2 44 1
1 90 2 50 1
1 91 1 80 1
1 91 2 61 1
1 91 2 64 1
1 91 2 73 1
1 92 2 82 1
1 92 2 86 1
1 93 2 67 1
1 94 2 83 1
1 95 2 76 1
1 95 2 84 1
1 96 1 65 1
1 96 3 78 1
1 97 1 70 1
1 98 1 67 1
1 98 1 78 1
1 98 2 64 1
1 98 2 68 1
1 99 1 69 1
1 100 2 85 1
7 101 2 62 1
1 102 1 71 1
1 102 2 64 1
1 102 2 78 1
1 102 2 88 1
1 103 1 70 1
1 103 1 74 1
1 103 2 68 1
1 103 2 69 1
1 103 2 72 1
7 104 2 51 1
1 105 1 70 1
1 105 1 77 1
1 105 2 74 1
1 106 1 70 1
1 107 2 71 1
1 107 3 55 1
1 108 1 78 1
1 108 1 81 1
1 108 2 47 1
1 108 2 65 1
1 109 2 69 1
1 110 1 84 1
1 111 1 51 1
1 112 3 62 1
1 112 3 87 1
1 113 1 65 1
1 113 1 67 1
1 113 2 65 1
1 114 1 50 1
1 114 1 66 1
1 114 2 48 1
1 114 2 70 1
1 114 2 84 1
1 115 1 74 1
1 116 1 77 1
1 117 2 63 1
1 118 3 67 1
1 118 3 70 1
1 119 2 45 1
1 119 2 54 1
1 120 2 86 1
1 121 2 81 1
1 122 1 66 1
1 122 2 84 1
1 123 2 63 1
1 124 2 49 1
1 124 2 66 1
1 124 2 70 1
1 125 2 59 1
1 125 2 63 2
1 125 2 68 1
1 125 2 70 1
1 126 1 89 1
1 126 3 79 1
1 127 2 72 1
1 128 2 78 1
1 129 2 93 1
1 130 3 72 1
1 131 3 74 1
1 132 1 77 1
7 133 1 42 1
7 134 2 56 1
7 135 2 27 1
7 136 1 46 1
7 137 2 68 1
7 138 2 48 1
7 139 2 66 1
7 140 1 48 1
7 141 2 59 1
1 142 1 57 1
1 142 1 64 1
1 142 2 67 1
1 143 1 87 1
1 143 2 53 1
1 143 2 72 1
1 144 1 66 1
1 144 2 74 1
1 144 2 76 1
1 144 2 86 1
1 145 1 71 1
1 145 2 64 1
7 146 2 40 1
7 146 2 46 1
7 146 2 64 1
7 147 1 47 1
7 148 1 43 1
7 148 1 51 1
7 148 1 58 1
7 149 1 41 1
7 149 1 50 1
7 150 1 41 1
7 151 2 23 1
7 151 2 24 1
7 152 1 22 1
7 152 1 23 1
7 152 2 26 1
7 153 1 46 1
7 154 2 56 1
1 155 2 63 1
1 155 2 66 1
1 156 2 68 1
1 157 1 72 1
1 157 1 81 1
1 157 2 67 1
1 157 2 73 1
1 157 2 74 1
1 158 1 67 1
1 158 1 72 1
1 158 1 74 1
1 158 1 83 1
1 158 2 67 1
1 158 2 71 1
1 159 1 65 1
1 159 1 68 1
1 159 1 70 1
1 159 1 76 1
1 159 2 49 1
1 159 2 67 1
1 159 2 69 1
1 160 2 51 1
1 160 2 59 1
1 160 2 63 2
1 160 2 64 1
1 160 2 66 1
1 160 2 72 1
1 161 2 67 1
1 161 3 67 1
1 162 1 71 1
1 162 2 69 1
1 163 1 56 1
1 163 1 59 1
1 163 1 60 1
1 163 1 74 1
1 163 2 49 1
1 163 2 69 1
1 164 1 51 1
1 164 1 53 1
1 164 1 57 2
1 164 1 62 1
1 164 1 74 1
1 164 2 71 1
1 164 2 72 1
1 165 1 69 1
1 165 2 76 1
1 166 2 68 1
1 167 1 63 1
1 167 2 47 1
1 167 2 62 1
1 167 2 63 1
1 167 2 65 1
1 167 2 68 1
1 168 1 57 1
1 169 1 45 1
1 169 1 50 1
1 169 1 59 1
1 169 1 65 1
1 169 1 74 1
1 169 2 60 1
1 169 2 64 2
1 169 2 65 2
1 169 2 68 1
1 169 2 70 1
1 169 2 86 1
1 170 1 31 1
1 170 1 47 1
1 170 1 66 1
1 170 1 73 1
1 170 2 50 1
1 170 2 51 1
1 170 2 52 1
1 170 2 54 1
1 170 2 57 1
1 170 2 59 1
1 170 2 64 1
1 170 2 65 1
1 171 1 50 1
1 171 2 64 2
1 172 1 48 1
1 172 1 67 1
1 172 2 44 1
1 172 2 49 1
1 172 2 55 1
1 172 2 59 1
1 173 1 43 1
1 173 1 67 1
1 173 2 53 2
1 174 1 79 1
1 175 2 49 1
1 175 2 50 1
1 175 2 51 1
1 175 2 56 1
1 175 2 62 1
1 175 2 64 1
1 176 1 53 1
1 176 1 70 1
1 176 2 55 1
1 176 2 59 1
1 176 2 60 1
1 176 2 64 1
1 177 1 54 1
1 177 1 66 1
1 177 1 71 1
1 177 2 51 1
1 177 2 62 1
1 177 2 66 1
1 178 2 65 1
1 178 2 69 2
1 179 1 46 1
1 179 2 49 1
1 179 2 59 1
1 180 1 68 1
1 181 1 51 1
1 181 1 55 1
1 182 2 60 1
1 182 2 79 1
1 183 2 71 1
1 184 2 76 1
1 185 3 82 1
1 186 1 98 1
1 187 2 68 1
1 187 2 85 1
1 188 1 68 1
7 189 2 61 1
1 190 2 86 1
1 191 1 76 1
7 192 1 63 1
7 192 1 64 1
7 193 1 61 1
7 194 1 66 1
7 195 2 66 1
7 196 2 53 1
7 197 1 73 1
7 198 1 75 1
7 198 2 69 1
7 199 2 59 1
7 200 1 65 1
7 201 1 69 1
7 201 2 68 1
7 202 2 60 1
7 203 1 55 1
7 203 1 61 1
7 203 1 69 1
7 204 1 40 1
7 204 1 46 1
7 204 1 62 1
7 204 1 67 1
7 204 2 40 1
7 204 2 45 1
7 204 2 46 1
7 204 2 58 1
7 204 2 60 1
7 204 2 65 1
7 205 1 38 1
7 205 1 44 1
7 205 1 46 3
7 205 1 60 2
7 205 1 64 1
7 205 2 42 1
7 205 2 45 1
7 205 2 52 1
7 205 2 53 1
7 206 1 43 1
7 206 1 45 1
7 206 1 49 1
7 206 1 57 1
7 206 1 62 1
7 206 1 63 1
7 206 1 69 1
7 206 2 51 2
7 206 2 58 1
7 206 2 61 1
7 206 2 63 2
7 206 2 64 2
7 207 2 48 1
7 208 2 69 1
7 209 1 73 1
7 209 2 48 1
7 210 1 68 1
7 210 2 41 1
7 211 2 42 1
7 211 2 63 1
7 211 2 65 1
7 211 2 66 1
7 212 1 68 1
7 212 1 72 1
7 212 2 48 1
7 212 2 62 1
7 212 2 72 1
7 212 3 28 1
7 213 1 59 1
7 213 1 70 1
7 213 2 62 1
7 214 1 51 1
7 214 1 57 1
7 214 1 59 1
7 214 1 61 1
7 214 1 63 1
7 214 1 70 1
7 215 1 51 1
7 215 1 61 1
7 215 2 42 1
7 215 2 43 1
7 215 2 45 1
7 215 2 52 1
7 215 2 56 1
7 215 2 68 1
7 215 2 79 1
7 216 1 50 1
7 216 1 61 1
7 216 1 71 1
7 216 1 72 1
7 216 2 42 1
7 216 2 53 1
7 216 2 61 1
7 216 2 63 1
7 216 2 69 1
7 217 1 66 1
7 217 2 63 1
7 217 2 66 1
7 217 2 67 1
7 218 2 45 1
7 218 2 69 1
7 219 1 46 1
7 219 2 45 1
7 220 1 40 1
7 220 1 48 1
7 220 1 49 1
7 220 2 47 1
7 220 2 50 1
7 220 2 65 1
7 221 1 48 1
7 221 2 43 1
7 221 2 49 1
7 221 2 62 1
7 222 1 41 1
7 222 2 61 1
7 222 2 62 1
7 222 2 67 1
1 223 1 54 1
1 224 2 66 2
1 225 1 31 1
1 225 1 54 1
1 226 1 47 1
1 227 2 59 1
7 228 1 53 1
7 228 1 54 1
7 228 1 57 1
7 228 1 64 1
7 228 1 65 1
7 228 2 43 1
7 228 2 50 1
7 228 2 52 2
7 228 2 57 1
7 228 2 58 2
7 228 2 62 1
7 228 2 63 1
7 228 2 66 1
7 228 2 67 1
7 228 2 68 1
1 229 2 76 1
7 230 2 60 1
7 231 1 51 1
7 231 1 55 1
7 231 1 67 1
7 231 2 46 1
7 231 2 50 1
7 231 2 53 1
7 231 2 57 2
7 231 2 60 1
7 231 2 66 1
7 231 2 74 1
7 231 2 82 1
1 232 2 66 1
7 233 1 73 1
7 233 2 73 1
7 233 2 75 1
7 234 1 47 1
7 234 1 63 1
7 234 1 67 1
7 234 1 70 1
7 234 2 50 1
7 234 2 80 1
1 235 2 67 1
7 236 1 47 1
7 236 1 51 1
7 236 1 56 1
7 236 1 57 1
7 236 1 61 1
7 236 1 65 1
7 236 1 67 1
7 236 2 47 1
7 236 2 48 1
7 236 2 51 1
7 236 2 72 1
1 237 2 33 1
7 238 2 78 1
7 238 2 80 1
7 239 1 50 1
7 239 1 62 1
7 239 2 58 1
7 239 2 59 1
7 240 2 53 1
7 240 2 58 1
7 240 2 60 1
7 240 2 69 1
7 241 1 64 1
7 241 1 70 1
7 241 2 85 1
7 242 1 31 1
7 242 1 53 1
7 242 1 54 1
7 242 1 70 1
7 242 1 72 1
7 242 2 58 1
7 242 2 64 1
7 242 2 66 1
7 242 2 70 1
7 243 1 56 1
7 243 1 64 1
7 243 1 67 1
7 243 2 45 1
7 243 2 65 1
7 243 2 68 1
7 244 1 49 1
7 244 1 50 1
7 244 1 52 1
7 244 1 66 1
7 244 2 43 1
7 244 2 57 1
7 244 2 61 2
7 244 2 64 2
7 244 2 70 1
9 245 2 62 1
9 246 2 69 1
1 247 1 72 1
1 247 1 82 1
7 248 2 46 1
7 248 2 50 1
7 248 2 53 1
7 248 2 68 1
7 248 2 82 1
7 249 1 73 1
7 249 2 67 1
1 250 1 73 1
1 250 1 90 1
1 251 1 62 1
1 251 2 89 1
1 251 2 98 1
7 252 2 57 1
1 253 1 89 1
1 253 2 62 1
1 253 2 87 1
7 254 2 68 1
7 255 1 50 1
7 255 1 70 1
7 255 2 45 1
7 255 2 62 1
7 255 2 87 1
7 256 1 61 1
7 256 2 61 1
7 257 1 69 1
7 257 2 67 1
1 258 2 49 1
1 258 2 50 1
1 258 2 51 1
1 258 2 72 1
1 258 2 73 1
1 259 1 56 1
1 259 1 68 1
1 259 1 73 1
1 259 1 74 1
1 259 2 66 1
1 259 2 71 1
7 260 1 52 1
1 261 2 67 1
1 261 2 71 1
1 261 2 74 1
1 262 1 70 1
1 262 1 76 1
1 262 2 62 1
1 263 1 67 1
1 263 2 54 1
1 263 2 64 1
7 264 1 53 1
7 264 2 50 1
1 265 1 33 1
1 265 2 83 1
7 266 1 60 1
7 266 2 58 1
1 267 1 68 1
1 267 2 66 1
1 267 2 67 1
1 267 2 69 1
1 267 2 91 1
