1 2 2 -9 0.85 48
1 2 2 -9 0.7 44
1 2 1 -9 0.9 49
1 2 1 -9 0.7 45
1 2 1 -9 0.8 46
1 2 1 -9 0.6 44
1 2 1 -9 0.65 44
1 2 1 -9 0.6 43
1 2 1 -9 0.65 44
1 2 1 -9 0.5 42
1 2 1 -9 0.9 48
1 2 2 -9 0.75 45
1 2 1 -9 0.85 47
1 2 2 -9 0.6 43
1 2 2 -9 0.85 48
1 2 2 -9 0.75 44
1 2 2 -9 0.85 48
1 2 2 -9 0.75 45
1 2 2 -9 0.7 46
1 2 2 5 0.7 46
1 3 2 -9 0.6 45
1 3 2 -9 0.55 42
1 3 2 -9 0.85 48
1 3 2 -9 0.7 47
1 3 2 -9 0.85 48
1 3 2 -9 0.55 42
1 3 2 -9 0.6 44
1 3 2 -9 0.75 47
1 3 2 -9 0.75 46
1 3 2 -9 0.8 46
1 3 1 -9 0.55 43
1 3 1 -9 1.05 50
1 3 1 -9 0.95 50
1 3 1 -9 0.75 45
1 3 1 -9 0.6 44
1 3 1 -9 1.2 54
1 3 1 -9 0.55 42
1 3 1 -9 0.55 44
1 3 1 -9 0.45 40
1 3 1 -9 1 51
1 4 2 -9 0.75 49
1 4 2 5 0.7 46
1 4 2 -9 1.3 55
1 4 2 -9 0.85 47
1 4 2 4 0.5 40
1 4 2 -9 0.6 43
1 4 2 -9 0.6 44
1 4 2 5 0.5 42
1 4 2 -9 0.65 43
1 4 2 -9 0.75 45
1 4 1 -9 0.75 47
1 4 1 -9 0.55 45
1 4 1 -9 0.85 49
1 4 1 -9 0.6 43
1 4 1 -9 0.45 42
1 4 1 -9 0.55 46
1 4 1 -9 0.6 46
1 4 1 -9 0.75 45
1 4 1 5 0.7 49
1 4 1 -9 0.75 48
1 5 2 -9 0.7 47
1 5 2 -9 0.6 44
1 5 2 -9 1.3 58
1 5 2 5 0.7 45
1 5 2 -9 1.05 49
1 5 2 9 1 52
1 5 2 -9 0.55 43
1 5 2 -9 1.1 51
1 5 2 5 0.65 47
1 5 2 -9 1 49
1 5 1 -9 0.95 50
1 5 1 -9 1.15 50
1 5 1 -9 0.55 43
1 5 1 -9 0.75 47
1 5 1 -9 0.65 46
1 5 1 -9 0.9 48
1 5 1 -9 0.75 47
1 5 1 -9 0.8 46
1 5 1 -9 0.65 43
1 5 1 -9 0.85 48
1 6 1 -9 1.05 49
1 6 2 -9 1.15 50
1 6 2 -9 0.65 43
1 6 2 -9 1 49
1 6 2 -9 1 49
1 6 2 -9 1 51
1 6 1 -9 0.65 45
1 6 1 -9 1.15 50
1 6 1 -9 1.8 62
1 6 1 -9 0.9 49
1 6 1 -9 0.85 47
1 6 1 -9 1.2 51
1 6 1 -9 1 48
1 6 1 -9 0.65 42
1 6 1 -9 1.15 51
1 7 2 -9 0.55 42
1 7 2 -9 0.4 39
1 7 1 -9 1.05 52
1 7 1 -9 1.65 59
1 7 1 -9 1.35 57
1 8 2 -9 0.6 41
1 8 2 -9 0.5 41
1 8 2 -9 0.45 40
1 8 1 -9 0.55 42
1 9 2 -9 0.55 42
1 9 2 -9 1 50
1 9 1 -9 0.4 38
1 9 1 -9 1.1 52
1 10 2 5 0.35 41
1 10 2 -9 0.45 41
1 10 2 4 0.5 40
1 10 2 -9 0.4 41
1 10 1 -9 0.15 32
1 11 2 -9 0.45 40
1 11 2 7 0.95 53
1 11 2 -9 0.5 39
1 11 1 9 2.9 65
1 11 1 -9 2.05 61
1 11 1 -9 0.85 51
1 11 1 -9 1.05 51
1 12 2 4 0.35 39
1 12 2 -9 0.4 38
1 12 2 -9 1 52
1 12 2 -9 0.3 36
1 12 1 5 0.4 37
1 12 1 3 0.1 27
1 12 1 -9 0.4 40
1 12 1 -9 0.6 41
1 12 1 -9 0.95 41
1 12 1 -9 1.3 55
1 13 2 -9 0.9 50
1 13 1 4 0.3 38
1 13 1 -9 0.55 41
1 13 1 -9 0.6 41
1 13 1 -9 0.55 41
1 13 1 -9 1.2 52
1 256 2 -9 0.4 41
1 256 2 -9 0.35 40
1 256 2 -9 0.4 41
1 256 2 -9 0.6 48
1 256 2 -9 0.55 43
1 256 2 -9 0.35 40
1 256 2 -9 0.5 44
1 256 2 -9 0.4 41
1 256 1 -9 0.6 45
1 256 1 -9 0.1 37
1 256 1 -9 0.1 36
1 256 1 -9 0.55 48
1 256 1 -9 0.7 50
1 256 1 -9 0.55 44
1 256 1 -9 0.45 43
1 256 1 -9 0.6 45
1 256 1 -9 0.7 49
1 256 1 -9 0.7 49
