1 333 1 7 0.998 53
1 333 1 7 1.162 56
1 333 2 6 1.104 56
1 333 2 9 1.312 58
1 332 1 5 0.716 45
1 332 1 7 0.884 50
1 332 2 7 0.758 50
1 332 2 5 0.71 47
1 331 1 12 1.528 66
1 331 1 7 1.298 58
1 331 2 9 1.76 66
1 331 2 8 0.816 51
1 330 1 6 1.19 55
1 330 1 7 1.318 59
1 330 1 9 1.286 58
1 330 2 7 0.792 48
1 329 1 14 1.626 66
1 329 1 12 1.9 64
1 329 2 6 1.176 59
1 329 1 2 0.208 30
1 329 1 2 0.084 24
1 328 2 7 1.334 61
1 328 2 7 1.024 55
1 328 1 6 1.002 55
1 328 2 7 1.042 53
1 327 2 7 0.846 52
1 327 1 5 0.636 46
1 327 1 7 0.746 49
1 327 2 6 0.496 44
1 326 1 8 1.092 55
1 326 1 5 0.454 41
1 326 2 4 0.396 39
1 326 2 3 0.42 40
1 326 1 3 0.41 40
1 326 2 3 0.448 42
1 325 2 3 0.336 38
1 325 2 7 1.108 56
1 325 1 7 0.704 49
1 325 1 8 0.732 51
1 325 1 10 1.222 60
1 325 1 7 1.012 53
1 324 1 12 1.896 67
1 324 1 9 1.486 61
1 324 2 9 2.002 65
1 324 2 8 1.678 65
1 323 2 7 1.048 54
1 323 2 9 0.938 53
1 323 1 9 1.172 53
1 323 1 7 1.402 61
1 322 2 7 0.958 53
1 322 2 8 1.386 58
1 322 2 11 1.442 63
1 322 2 7 0.964 55
1 321 1 7 0.826 48
1 321 1 7 0.72 50
1 321 1 7 0.658 48
1 321 1 7 1.154 59
1 321 1 6 0.582 44
1 321 2 7 0.83 49
1 321 2 3 0.528 41
1 321 2 5 0.524 43
1 320 1 7 0.858 51
1 320 1 7 0.842 51
1 320 1 4 0.572 43
1 320 2 5 0.496 41
1 319 2 10 1.322 65
1 319 2 7 1.098 56
1 319 2 7 0.96 57
1 319 2 8 0.972 55
1 318 2 8 1.82 64
1 318 2 9 1.226 59
1 318 2 9 1.196 56
1 318 2 10 1.136 58
1 317 1 10 1.29 61
1 317 2 7 1.474 65
1 317 2 11 1.584 64
1 317 2 7 1.006 54
1 316 2 7 1.202 57
1 316 2 6 0.816 50
1 316 1 7 0.976 53
1 316 1 8 0.91 54
1 316 3 1 0.038 17
1 316 3 1 0.028 16
1 315 1 6 0.972 52
1 315 1 8 1.242 56
1 315 1 7 1.096 54
1 315 1 7 1.032 52
1 277 2 7 1.004 56
1 277 1 7 0.762 48
1 277 1 8 0.82 50
1 277 1 6 1.024 52
1 277 2 7 0.616 47
1 277 2 7 0.762 50
1 280 1 3 0.364 35
1 280 2 8 1.204 59
1 280 2 4 0.414 39
1 280 2 3 0.376 37
1 280 1 4 0.472 41
1 280 1 4 0.55 44
1 279 1 9 0.814 51
1 279 2 7 0.998 55
1 279 1 7 0.794 50
1 279 2 7 1.01 53
1 279 1 7 0.768 48
1 279 1 6 0.622 46
1 278 2 6 0.79 51
1 278 1 8 1.494 61
1 278 1 4 0.482 40
1 278 2 7 0.9 56
1 278 2 7 0.854 51
1 278 1 7 0.85 52
1 276 1 9 0.744 49
1 276 2 3 0.274 35
1 276 2 3 0.292 34
1 276 2 3 0.306 36
1 276 2 3 0.366 37
1 276 2 3 0.246 34
1 276 3 1 0.036 18
1 276 3 1 0.03 17
1 275 1 9 0.776 50
1 275 1 3 0.366 38
1 275 2 3 0.334 38
1 275 1 3 0.438 41
1 275 1 6 0.95 53
1 275 3 1 0.024 15
1 275 3 1 0.036 17
1 275 2 2 0.12 26
1 274 1 7 1.196 56
1 274 1 5 0.486 44
1 274 1 9 1.156 57
1 274 1 6 0.498 41
1 273 2 10 1.13 60
1 273 1 7 0.806 50
1 273 1 3 0.322 37
1 273 2 3 0.354 38
1 273 3 1 0.016 14
1 272 1 5 0.424 40
1 272 2 3 0.208 32
1 272 1 3 0.302 34
1 272 1 7 0.63 47
1 272 3 1 0.032 16
1 272 3 1 0.03 17
1 271 1 7 0.904 49
1 271 1 6 0.756 48
1 271 2 3 0.366 37
1 271 2 3 0.348 36
1 271 2 9 1.34 62
1 271 2 8 0.884 53
1 270 2 7 0.802 52
1 270 2 6 0.498 44
1 270 1 7 0.638 46
1 270 1 7 1.098 55
1 270 1 7 0.858 52
1 270 1 5 0.944 47
1 269 1 9 1.028 55
1 269 1 16 2.026 73
1 269 1 8 1.238 58
1 269 1 3 0.408 40
1 269 2 7 0.87 52
1 269 2 7 0.716 52
1 268 2 13 1.53 67
1 268 1 10 1.13 55
1 268 1 8 1.13 56
1 268 1 7 0.996 53
1 268 1 8 0.892 50
1 268 1 6 0.496 42
1 268 1 1 0.046 19
1 268 3 1 0.03 17
1 267 2 6 1.14 56
1 267 1 4 0.38 39
1 267 2 6 0.516 45
1 267 2 3 0.334 37
1 267 1 6 0.592 47
1 267 1 3 0.436 40
1 266 2 3 0.418 38
1 266 2 7 0.714 51
1 266 2 3 0.344 36
1 266 1 7 0.89 50
1 266 1 3 0.45 39
1 266 1 4 0.422 40
1 263 1 7 0.962 52
1 263 2 6 0.958 53
1 263 2 8 0.7 49
1 263 1 6 0.466 42
1 263 2 7 0.626 47
1 263 2 3 0.414 39
1 265 1 7 0.964 55
1 265 2 12 1.054 60
1 265 2 8 0.95 53
1 265 2 8 0.966 54
1 265 2 7 0.836 53
1 265 2 8 0.836 52
1 264 1 9 1.218 55
1 264 2 8 1.126 56
1 264 2 7 0.788 50
1 264 2 7 1.052 56
1 264 2 8 0.972 57
1 262 2 3 0.44 39
1 262 1 7 1.036 52
1 262 1 7 1.08 52
1 262 1 5 0.496 43
1 264 2 7 0.902 51
1 262 2 4 0.518 40
1 262 1 3 0.444 38
1 261 1 10 0.848 52
1 261 1 7 0.85 51
1 261 1 7 1.106 56
1 261 1 6 1.04 54
1 261 1 7 0.918 53
1 261 1 9 1.006 55
1 260 1 9 0.844 50
1 260 2 7 0.88 51
1 260 2 6 0.81 48
1 260 2 7 0.98 52
1 260 2 8 0.932 52
1 260 2 7 1.074 55
1 259 2 7 1.138 58
1 259 1 8 0.888 53
1 259 1 7 0.784 49
1 259 2 7 0.922 53
1 259 2 8 1.154 56
1 259 1 7 0.754 49
1 258 1 3 0.354 36
1 258 1 3 0.358 37
1 258 1 3 0.344 37
1 258 1 3 0.344 36
1 258 2 7 0.934 54
1 258 2 7 0.772 48
1 257 1 10 1.396 60
1 257 2 4 0.564 43
1 257 2 7 1.162 57
1 257 2 4 0.418 39
1 257 2 7 0.844 53
1 257 1 2 0.134 28
1 257 3 1 0.01 14
1 256 1 7 0.62 45
1 256 1 5 0.626 46
1 256 1 7 0.75 50
1 256 2 6 0.768 48
1 255 2 6 0.566 44
1 255 1 7 0.904 51
1 255 1 15 1.388 61
1 255 1 10 1.302 61
1 254 2 6 1.338 56
1 254 2 8 1.376 59
1 254 2 8 1.282 58
1 254 2 10 1.002 56
1 254 3 1 0.012 11
1 254 3 1 0.014 12
1 253 2 18 2.552 72
1 253 2 7 1.36 61
1 253 1 20 2.05 70
1 253 1 7 1.48 59
1 252 2 9 1.164 57
1 252 1 6 0.738 48
1 252 1 6 0.882 52
1 252 1 16 1.078 61
1 252 3 1 0.008 11
1 252 3 1 0.024 15
1 251 1 6 0.69 46
1 251 1 7 0.634 47
1 251 1 13 0.988 56
1 251 2 7 0.706 49
1 251 2 3 0.132 27
1 251 3 1 0.014 13
1 250 1 8 1.201 59
1 250 2 7 0.828 51
1 250 2 4 0.278 34
1 250 1 6 0.706 45
1 250 1 3 0.312 36
1 250 2 3 0.314 35
1 250 3 1 0.028 16
1 250 3 1 0.02 15
1 249 1 7 0.844 51
1 249 1 9 0.998 54
1 249 1 10 1.008 52
1 249 1 10 1.198 57
1 249 2 7 0.832 51
1 249 1 9 0.824 48
1 248 2 7 0.806 50
1 248 1 8 1.296 60
1 248 1 8 0.84 50
1 248 2 10 1.076 56
1 248 2 7 0.78 50
1 248 2 7 0.89 53
