1 6 1 56 1
1 22 1 54 1
1 22 1 55 2
1 22 2 23 3
1 22 2 25 6
1 22 2 26 6
1 22 2 27 5
1 22 2 29 1
1 22 2 30 1
1 22 2 38 2
1 22 2 39 3
1 22 2 40 3
1 22 2 42 8
1 22 2 43 3
1 22 2 46 2
1 22 2 48 3
1 22 2 49 3
1 22 2 50 5
1 22 2 51 2
1 22 2 52 3
1 22 2 53 3
1 22 2 55 3
1 22 2 56 1
1 22 2 58 2
1 6 1 60 1
1 6 1 62 1
1 6 1 65 1
1 6 1 68 1
1 6 2 53 2
1 6 2 58 1
1 6 2 61 4
1 6 2 62 2
1 6 2 64 1
1 6 2 66 1
1 15 1 52 1
1 15 1 53 4
1 15 1 55 2
1 15 1 56 2
1 15 1 57 3
1 15 1 58 1
1 15 1 59 2
1 15 1 60 4
1 15 1 63 1
1 15 1 64 1
1 15 1 66 1
1 15 2 54 3
1 15 2 55 3
1 15 2 56 3
1 15 2 57 2
1 15 2 58 4
1 15 2 59 6
1 15 2 61 3
1 23 1 28 1
1 23 1 41 1
1 23 1 44 1
1 23 1 46 11
1 23 1 47 12
1 23 1 48 16
1 23 1 49 16
1 23 1 50 10
1 23 1 52 9
1 7 1 46 1
1 7 1 50 7
1 7 1 51 3
1 7 1 53 7
1 7 1 54 8
1 7 1 56 10
1 7 1 57 2
1 7 1 59 2
1 7 1 60 3
1 7 2 51 1
1 7 2 52 2
1 7 2 53 3
1 7 2 54 3
1 7 2 55 4
1 7 2 56 10
1 7 2 57 5
1 7 2 58 2
1 7 2 60 7
1 7 2 61 5
1 7 2 62 1
1 15 2 62 5
1 15 2 63 2
1 15 2 65 8
1 15 2 66 7
1 15 2 67 3
1 15 2 68 1
1 15 2 70 1
1 15 2 74 1
1 15 2 75 1
1 15 2 76 1
1 15 2 81 1
1 15 3 8 5
1 15 3 9 4
1 15 3 10 4
1 15 3 11 3
1 23 1 53 8
1 23 1 54 2
1 23 1 58 1
1 23 2 43 1
1 23 2 46 2
1 23 2 47 1
1 23 2 48 2
1 23 2 49 5
1 23 2 51 7
1 23 2 52 5
1 23 2 53 5
1 23 2 54 4
1 23 2 55 1
1 23 2 56 1
1 7 2 63 2
1 7 2 64 1
1 7 2 65 1
1 16 1 56 1
1 16 1 58 1
1 16 2 52 1
1 16 2 59 1
1 16 2 61 1
1 16 2 62 1
1 16 2 64 2
1 16 2 66 1
1 16 2 67 1
1 16 2 72 1
1 16 2 75 1
1 16 3 8 1
1 16 3 9 2
1 16 3 10 2
1 16 3 11 2
1 8 1 45 1
1 8 1 48 2
1 8 1 49 2
1 8 1 50 1
1 8 1 51 6
1 8 1 52 7
1 8 1 53 6
1 8 1 54 8
1 8 1 56 4
1 8 1 57 1
1 8 1 59 2
1 8 1 61 2
1 8 2 49 1
1 8 2 51 1
1 8 2 52 5
1 8 2 53 6
1 8 2 55 4
1 8 2 56 8
1 8 2 57 6
1 8 2 58 6
1 8 2 60 4
1 8 2 61 3
1 8 2 62 1
1 8 2 63 3
