2	1	2	-9	0.41	40
2	1	1	3	0.34	37
1	1	1	-9	0.83	50
3	1	1	-9	0.4	36
2	1	2	-9	0.62	45
2	1	1	-9	0.4	38
3	1	1	6	0.88	50
2	1	2	-9	0.43	41
3	1	1	-9	0.4	36
2	1	2	-9	0.7	45
2	1	1	-9	0.84	49
2	1	2	-9	0.21	30
3	1	1	-9	0.33	35
2	1	1	-9	0.41	40
2	1	2	-9	0.1	25
2	1	2	6	0.65	47
2	1	1	-9	0.66	45
3	1	2	-9	0.35	36
2	1	2	-9	0.77	48
3	1	2	-9	0.34	35
3	1	2	-9	0.45	38
3	1	2	-9	0.35	38
3	1	1	-9	0.8	51
3	1	1	-9	0.46	39
2	1	1	-9	1	56
2	1	2	-9	0.63	46
3	1	1	-9	0.35	36
3	1	1	-9	0.55	41
3	1	1	-9	0.4	36
3	1	1	6	0.71	46
2	1	2	-9	0.36	35
2	1	2	-9	0.9	50
2	1	2	-9	0.63	44
2	1	2	-9	0.72	46
2	1	2	7	0.8	47
2	1	2	5	0.42	41
3	1	2	-9	0.39	37
2	1	1	-9	0.68	47
2	1	1	-9	0.91	50
2	1	2	-9	0.46	41
2	1	1	-9	1.06	55
2	1	2	-9	0.42	39
2	1	2	5	0.58	42
3	1	2	3	0.4	38
3	1	1	-9	0.36	35
2	1	1	-9	0.39	37
2	1	1	-9	0.38	36
2	1	1	-9	0.42	38
2	1	1	-9	0.76	46
2	1	2	4	0.42	37
3	1	1	-9	0.37	36
2	1	2	-9	0.7	47
3	1	1	-9	0.45	36
2	1	1	-9	0.68	46
2	1	1	-9	0.44	39
3	1	2	-9	0.8	47
2	1	1	-9	0.64	45
3	1	1	-9	0.4	42
3	1	1	-9	0.5	41
3	1	1	-9	1	52
3	1	1	-9	0.4	36
2	1	1	9	1.05	55
3	1	2	-9	0.36	36
3	1	2	-9	0.45	39
3	1	2	-9	1.2	57
2	1	1	4	0.34	37
2	1	2	-9	0.3	36
3	1	1	3	0.45	37
3	1	2	-9	0.45	38
3	1	1	-9	0.5	39
2	1	2	3	0.44	38
3	1	1	-9	1.1	58
3	1	2	-9	0.5	40
3	1	1	-9	0.4	38
2	1	2	-9	0.38	38
2	1	1	5	0.66	45
3	1	2	6	0.61	47
3	1	1	6	0.6	43
2	1	1	-9	0.29	34
3	1	2	-9	0.9	50
2	1	2	8	0.55	44
3	1	2	-9	0.6	44
3	1	2	-9	0.31	35
3	1	2	-9	0.35	36
3	1	1	-9	0.3	35
3	1	1	-9	0.85	49
3	1	2	-9	0.5	40
2	1	1	-9	0.78	46
3	1	2	-9	0.68	48
2	1	1	-9	0.75	47
2	1	1	-9	0.68	44
2	1	2	-9	0.22	29
3	1	2	-9	0.55	40
3	1	1	-9	0.45	39
3	1	1	6	0.58	45
3	1	1	-9	0.45	37
2	1	2	-9	0.2	31
3	1	2	-9	0.4	36
2	1	1	-9	0.78	48
2	1	2	-9	0.5	41
3	1	1	-9	0.5	40
2	1	2	-9	0.68	46
2	1	1	-9	0.91	51
3	1	2	-9	0.9	48
3	1	1	-9	0.84	51
2	1	1	-9	0.5	40
3	1	1	-9	0.45	37
3	1	1	-9	0.4	38
2	1	1	-9	0.86	51
2	1	1	-9	0.58	43
3	1	1	-9	1.3	63
3	1	2	-9	0.35	36
2	1	2	-9	0.63	43
2	1	2	-9	0.61	43
3	1	1	-9	0.9	47
2	1	1	-9	0.58	43
1	1	2	-9	0.82	47
2	1	2	-9	0.28	35
2	1	1	-9	0.78	47
2	1	1	-9	0.49	41
3	1	1	7	0.76	48
3	1	2	-9	0.4	38
3	1	1	-9	0.73	47
1	1	2	-9	0.39	38
2	1	1	-9	0.31	34
2	1	2	-9	0.44	39
1	1	2	-9	0.73	47
1	1	2	-9	0.65	46
3	1	2	-9	0.55	40
1	1	2	-9	0.8	48
3	1	1	-9	0.5	40
3	1	2	-9	1	50
2	1	2	-9	0.66	45
3	1	1	-9	0.4	39
2	1	2	-9	0.56	42
3	1	1	3	0.5	41
1	1	1	-9	0.77	49
2	1	2	-9	0.36	38
3	1	2	-9	0.45	38
1	1	2	-9	0.68	46
1	1	2	-9	0.51	45
1	1	1	-9	0.4	41
1	1	1	-9	0.42	39
1	1	1	-9	0.85	52
1	1	1	7	0.65	46
1	1	2	-9	0.35	37
1	1	2	-9	0.25	32
1	1	2	-9	0.75	48
1	1	2	-9	0.7	46
1	1	2	-9	0.7	48
1	1	2	-9	0.8	48
1	1	1	-9	0.78	48
1	1	1	-9	0.67	44
1	1	2	-9	0.6	43
1	1	2	7	0.7	48
1	1	2	-9	0.62	44
1	1	1	-9	0.85	51
3	1	1	-9	0.68	49
1	1	1	-9	0.6	51
1	1	1	-9	0.64	44
1	1	1	-9	0.61	46
1	1	1	-9	0.72	48
1	1	2	-9	0.4	40
1	1	2	-9	0.56	44
1	1	1	7	0.9	53
1	1	2	-9	0.52	43
1	1	1	-9	0.24	33
1	1	2	-9	0.77	48
1	1	1	-9	0.22	31
3	1	1	-9	0.35	37
2	1	1	-9	0.28	35
2	1	2	-9	0.38	36
3	1	2	-9	0.4	38
3	1	2	-9	0.6	47
1	1	2	-9	0.81	47
1	1	2	6	0.71	48
3	1	2	-9	0.58	43
3	1	1	3	0.53	44
2	1	1	3	0.43	39
3	1	2	-9	0.4	36
2	1	1	-9	0.29	35
3	1	2	-9	0.44	38
3	1	2	-9	0.55	41
1	1	2	-9	0.45	41
2	1	1	-9	0.57	43
2	1	1	-9	0.5	42
1	1	2	-9	0.5	42
1	1	1	-9	0.64	47
1	1	2	-9	0.27	35
1	1	2	-9	0.6	41
1	1	1	-9	0.55	41
1	1	2	-9	0.71	48
1	1	2	-9	0.3	35
1	1	2	-9	0.79	47
1	1	2	-9	0.56	44
1	1	2	-9	0.56	43
1	1	2	-9	0.79	48
1	1	2	-9	0.58	44
1	1	1	-9	0.91	51
1	1	2	-9	0.4	40
1	1	2	-9	0.7	46
1	1	1	-9	0.74	49
1	1	1	-9	0.75	46
3	1	1	-9	0.52	40
1	1	1	-9	0.6	43
2	1	1	-9	0.37	37
1	1	2	6	0.49	43
1	1	1	-9	0.85	49
1	1	1	9	0.95	54
1	1	2	-9	0.65	47
1	1	1	9	0.75	47
1	1	1	6	1.38	46
1	1	1	-9	0.95	48
1	1	2	-9	0.24	33
1	1	2	11	1.5	61
1	1	1	-9	0.57	44
1	1	1	-9	0.45	41
1	1	2	-9	0.54	42
1	1	2	-9	0.45	40
1	1	2	-9	0.6	44
1	1	1	-9	0.8	51
1	1	2	-9	0.6	46
1	1	2	4	0.24	33
1	1	2	-9	0.69	48
1	1	1	-9	0.76	47
1	1	2	4	0.34	38
1	1	1	-9	0.92	54
1	1	1	-9	0.85	47
1	1	1	-9	0.77	46
1	1	1	-9	1.2	53
1	1	2	-9	0.6	46
1	1	1	-9	0.7	46
1	1	2	7	1.05	52
1	1	1	-9	0.43	39
1	1	1	-9	0.58	46
1	1	2	-9	0.5	39
1	1	1	-9	0.7	45
3	1	1	-9	0.55	44
2	1	2	5	0.65	43
2	1	1	-9	0.62	44
1	1	2	-9	0.76	46
1	1	2	-9	1.23	51
1	1	1	-9	0.5	43
1	1	2	-9	1.03	54
3	1	2	-9	0.45	39
3	1	2	-9	0.5	41
2	1	1	-9	0.76	48
2	1	1	-9	0.45	38
3	1	1	-9	0.31	35
2	1	1	-9	0.1	24
2	1	1	-9	0.65	44
3	1	2	-9	0.62	42
2	1	1	-9	1.26	60
3	1	1	4	0.5	40
2	1	2	-9	0.34	38
3	1	1	3	0.5	38
3	1	1	-9	0.32	34
2	1	2	-9	0.32	35
3	1	2	-9	0.49	39
2	1	1	-9	0.34	35
3	1	2	-9	0.42	39
