"yr" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15"
"1" 1982 0.0273270785785786 0.0646265274274274 0.167380388388388 0.382542790790791 0.521136986986987 0.812585289289289 1.10554158258258 1.15745879379379 1.33808606606607 1.46541552552553 1.55916488488488 1.61294841841842 1.84406351351351 1.49698145145145 2.14169680680681
"2" 1983 0.0191999793793794 0.0777683203203203 0.223412956956957 0.361299267267267 0.517558691691692 0.683883345345345 0.951495323323323 1.23129881881882 1.34497952952953 1.33564127827828 1.43637784784785 1.43064386286286 1.67523758758759 1.5275813033033 1.75903874874875
"3" 1984 0.021863837037037 0.0423037798798799 0.269185817817818 0.353121658658659 0.485855785785786 0.635572886886887 0.866452341341341 1.21868624624625 1.41807911911912 1.55473287287287 1.77819668668669 1.78878503503503 1.65153337337337 1.57050997997998 2.00994712712713
"4" 1985 0.0213380309309309 0.0521313393393393 0.257865671671672 0.415277107107107 0.513163718718719 0.674898439439439 0.855330277277277 1.08726619119119 1.57516735735736 1.36641717117117 1.52618843443443 1.84796336336336 1.77830475475475 0.736695295295295 1.86054751751752
"5" 1986 0.0193796723723724 0.0471945298298298 0.174343803803804 0.376668591591592 0.477333087087087 0.66068784984985 0.753705396396396 0.915851744744745 1.11235322622623 1.51612045045045 1.50050936936937 1.76388529329329 1.01599765765766 2.08285756756757 0
"6" 1987 0.0175183604404404 0.094075172972973 0.262353087087087 0.360592491491491 0.449431652652653 0.578696409409409 0.754388888888889 0.87818492992993 0.983890963963964 1.15999459059059 1.41677087087087 1.50289328328328 1.85101595595596 2.07665673673674 2.19504426426426
"7" 1988 0.0207390714714715 0.0730403734734735 0.304887349349349 0.367094647647648 0.478284247247247 0.538443067067067 0.628471704704705 0.799304977977978 0.88033406006006 1.08806785885886 1.34147358358358 1.32755044044044 1.80313354354354 1.1354246016016 1.60672817817818
"8" 1989 0.023895128028028 0.0605338132132132 0.170544083083083 0.377995723723724 0.45722909009009 0.543605105105105 0.658695411411411 0.724395189189189 0.997122771771772 1.0044588028028 1.14648906906907 1.19968627227227 1.21135531231231 1.26923446946947 1.29010126326326
"9" 1990 0.0228157044044044 0.0459533881881882 0.191722498998999 0.36682376976977 0.486000379379379 0.563886557557558 0.613029499499499 0.747014093093093 0.858045787787788 1.10941874874875 1.20015443043043 1.24278259259259 1.23232435335335 1.44886175175175 1.53963104104104
"10" 1991 0.0216878685685686 0.0724586501501501 0.185227953953954 0.407195653653654 0.563729957957958 0.649188862862863 0.7627843003003 0.821013737737738 0.961262137137137 1.03117951551552 1.25806367367367 1.39244036636637 1.47787385385385 1.67667840840841 1.87378036036036
"11" 1992 0.0244338694694695 0.0712359374374374 0.295837404404404 0.414776326326326 0.550091141141141 0.645376588588589 0.806851154154154 0.879055964964965 0.977511581581582 1.03918904104104 1.19242950950951 1.35555138138138 1.53935074074074 1.46669750750751 1.54134216216216
"12" 1993 0.0185855344344344 0.0423523557557558 0.279084637637638 0.458355109109109 0.524953413413413 0.601853516516517 0.722420096096096 0.831175235235235 0.980542864864865 1.03479023623624 1.16809024024024 1.26907930930931 1.43503179179179 1.56852683683684 1.72594268268268
"13" 1994 0.0200720566566567 0.0635777732732733 0.227871177177177 0.445352344344344 0.576044794794795 0.660396656656657 0.755802213213213 1.01800495595596 1.17935408608609 1.14862116116116 1.20075644644645 1.34542252252252 1.39836535535536 1.52555319319319 1.61385225225225
