"yr" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15"
"1" 1982 0.00222240881615734 0.0031644118614058 0.00566433272802834 0.00796174299939732 0.0221698815734047 0.0508615717283171 0.042036856196327 0.0897208033526786 0.0849299032424339 0.0823383450016718 0.143460870256496 0.132365933976443 0.260496412861665 0.524050469805535 0.957621615152524
"2" 1983 0.00162571072581911 0.0178598354880328 0.017228064641908 0.0106395936629302 0.00824657599323899 0.0288210154866413 0.0795334200561388 0.0486824805307563 0.0804227485706264 0.125323806791583 0.13552457768237 0.222405754038994 0.227105242714965 0.619024570546136 0.408332802446784
"3" 1984 0.00196254800786528 0.00468837278162953 0.0158913821059503 0.0126995529874387 0.0185994506799354 0.0118677081681573 0.0385598800755849 0.0816564982878932 0.0889605250426083 0.0936454855814974 0.158967235274173 0.126712830153955 0.328874887745036 0.217115787866016 0.320856350340401
"4" 1985 0.00203464215580987 0.0102186380713356 0.0171695364224032 0.0187187258480991 0.0114619467398035 0.0195534362170918 0.024088495091386 0.0781113090916578 0.105240501984451 0.183576160303328 0.217764700547395 0.255256732494692 0.283039518055124 0.797849241648248 1.22960745130242
"5" 1986 0.00266677271617154 0.00833043070363154 0.0253585506337811 0.0181650108565397 0.0256722701783392 0.0188358090948063 0.0189077129809336 0.0269673892776593 0.0529780529044619 0.182469554498099 0.190430306223983 0.621865525280825 1.08059186472189 0.407552657108282 0
"6" 1987 0.00584884136384099 0.0142979404270349 0.0176346284832118 0.0156479690425304 0.0114126284571554 0.02414980171362 0.0210941132511982 0.0329561281335992 0.0178712857149931 0.0686206625910478 0.113716637512004 0.103439944952879 0.297755836505362 0.387993915729936 0.628003013721687
"7" 1988 0.00169070559654996 0.0128977871637584 0.0234758841788981 0.0172137327869027 0.0290675343750587 0.0132847997727671 0.0319935285439927 0.0384596692373089 0.0339089979769677 0.0328448972840882 0.1154864387842 0.0915668136276569 0.196809802505313 0.449087307411699 0.322628808113183
"8" 1989 0.00248099911714086 0.0113916203727239 0.00905876212529004 0.0185025593668551 0.0110532663619597 0.0285635222194169 0.0141270023839675 0.0461015307059767 0.0474547196963894 0.0749367328515133 0.0368995825996215 0.105455989111149 0.0863733726179971 0.147817800095072 0.118326266236033
"9" 1990 0.00300372859987784 0.0110334679162019 0.034049085560857 0.0128673712883709 0.0161730154308177 0.0109315996403928 0.0353358072240624 0.0227577360060394 0.0736699630929543 0.032068711068503 0.119915587187931 0.0441886829106723 0.180843518794565 0.167778304025992 0.20031387529572
"10" 1991 0.00299322829338587 0.0132889374966601 0.0192574751021129 0.0624691509743255 0.0234130730674373 0.0311558898208552 0.0234521374732462 0.0362284435308035 0.029356220773226 0.0607269556100158 0.0625645154492898 0.140214836648225 0.083242735864525 0.204244314880222 0.175369378696622
"11" 1992 0.00150376948887459 0.015221656617134 0.00838848250926454 0.0277785954852271 0.0305266880171382 0.0238597475775591 0.0293139835839379 0.0263424175280139 0.0480741510814857 0.0293824784100721 0.0588268670271341 0.0602484968213495 0.0943003789015389 0.104740793801967 0.166436895347141
"12" 1993 0.00154877503823298 0.00774143022935144 0.0117522633577914 0.00884647456150991 0.0189415476570302 0.0251164214346878 0.0420198108396835 0.0288483135505204 0.0219873181691925 0.0326841290796564 0.0463557521788016 0.0514243050816409 0.0931214847989174 0.0930116601542716 0.0952553392420532
"13" 1994 0.00208788311890528 0.00803420772690466 0.0251788903346555 0.0176246490741097 0.0136658846962058 0.0279987643019492 0.0630373039296973 0.0824873792571657 0.0682077036887299 0.0504369731384804 0.0570731026436765 0.0543859556391612 0.115786234595882 0.148691767612148 0.114808056114237
"14" 1995 0.00301785497533292 0.00789236564081956 0.0207433234757235 0.0156773754470349 0.0203708173173206 0.0253290306450111 0.033044276464436 0.0690719884694555 0.0653908390441672 0.0646793672156303 0.05358013488453 0.0669529994241378 0.0590527282435638 0.0655831727405977 0.0654922715105223
"15" 1996 0.0016066276219307 0.00868446394909036 0.0245102100960403 0.0302585559524271 0.0146556365087615 0.019993582586207 0.024195029232727 0.0345447754954877 0.0601216502162093 0.0598150885769476 0.0763083504135966 0.0547927975955554 0.138430818997121 0.054671289540009 0.0773969785502104
"16" 1997 0.00211184479619364 0.00781018811457772 0.0230243405867127 0.0256280269431554 0.0127251365776398 0.0306340057874897 0.024298289217817 0.0247241767429075 0.0729190287481347 0.0727888422500325 0.105929464161458 0.0887916606562084 0.124751514792056 0.091101396514477 0.0652856619906972
"17" 1998 0.00155790098295153 0.00356890890900763 0.0181518975775648 0.0174462946529364 0.0269294287271921 0.013010931863764 0.0311001532810669 0.0355031936058185 0.0486425972436469 0.102230097292357 0.184316965147735 0.170523512760198 0.132634271053081 0.0901199437616596 0.0601411317916455
"18" 1999 0.00208111722682345 0.00649771906518768 0.0178057763231665 0.0137353100593209 0.0241516896862103 0.0160828586231795 0.0158981090973849 0.0359170715045386 0.057990447999927 0.0710152902146233 0.0901228117195173 0.137807508568675 0.167873783450397 0.120259916615114 0.0767705651193221
"19" 2000 0.00229080031743082 0.00664445424526309 0.0138623487302092 0.0150371486251796 0.0156566935999494 0.0195197986452928 0.018187100522836 0.0137859052030123 0.0326784178007008 0.0542176486901815 0.105577854980552 0.0729473334612294 0.201517050199434 0.201969929923483 0.0763624643227089
"20" 2001 0.00252675140127925 0.00722523233845329 0.0204025410230695 0.024174891491843 0.018963819198799 0.0174210407273689 0.0263792653859723 0.0483081257077796 0.0317652196633843 0.0373237513167053 0.0723648169365228 0.0787995610212557 0.0789217809288649 0.229964545626468 0.10691530881021
"21" 2002 0.00198880426094087 0.00864330409505011 0.0207364579808597 0.0150522322019153 0.0199598164610088 0.0203476736994004 0.0284234256886804 0.0399252993076318 0.0369357350542165 0.0315519055130906 0.058060355349066 0.089410149683418 0.122720751656025 0.198918827699807 0.0881323027852586
"22" 2003 0.0017744972889769 0.0109623542245417 0.0177927271664417 0.0171398629207314 0.0179735175311848 0.0206260329441526 0.0221546021640016 0.0278347462698468 0.0367095112459647 0.041408625413937 0.0309568743486479 0.0579640937678859 0.126129358453036 0.168383553173481 0.295779071595906
"23" 2004 0.00276673016414975 0.00794629763079099 0.0399841104792982 0.0198711898312234 0.0173082755464184 0.0211900913955256 0.0227029399055008 0.0297386086248538 0.0348757530129144 0.0581279558332526 0.0594722521494599 0.0500721688709338 0.0758137918268678 0.185980818278827 0.177071268904509
"24" 2005 0.0020175359619867 0.00760002087492745 0.0286723381044284 0.020580009304816 0.0153990765062402 0.0212812680965054 0.0291824550119138 0.0385964177752274 0.0419290117973412 0.0546059108759733 0.109092669512951 0.0567702629368903 0.0443578574065822 0.0721600986207655 0.0644327994199071
"25" 2006 0.000752575059154465 0.0160548779050567 0.0234051818750366 0.0218564406485384 0.0161456523787538 0.0149024531738972 0.0204627739630604 0.0269335953354287 0.063366586676811 0.0479099208562143 0.0631438010267413 0.0857846580763373 0.0696771635536062 0.0722732328808208 0.0725864453742702
"26" 2007 0.000477304516233925 0.0275205479799532 0.0580126345422275 0.0235922359564366 0.0180704580636492 0.0189901202764674 0.0258780383875544 0.0382141782468944 0.0572932235541355 0.101708806300744 0.0870360131529743 0.10173165207455 0.133859112487315 0.12771995362842 0.0752015555623264
"27" 2008 0.000941694282779179 0.00967711959509069 0.051957407669101 0.022208812763455 0.0200479092419016 0.0183925552649147 0.0229353100215441 0.0340641011388162 0.0453393046582386 0.0655522698365031 0.0790268312740523 0.103840469584622 0.143012529048825 0.183964249785152 0.0775983456520117
"28" 2009 0.000770361143686845 0.0224319655446501 0.0256342876666554 0.0273358159544248 0.0404567438948678 0.0316096939082356 0.0254863722901829 0.0305942668772677 0.0513711170601548 0.0622492907540878 0.0812220305693568 0.110094062041493 0.163212815515009 0.183392804407377 0.110548999576873
"29" 2010 0.000931777487246869 0.0166305304819052 0.0354500051745889 0.00976409164298557 0.0180760523677322 0.0399700365088261 0.0389846788902372 0.0363092975566908 0.032767254567916 0.0530453292288746 0.0582944267853395 0.107927577144164 0.15910292889403 0.237518045746878 0.0971782876477728
