99 2000 1 35.0809 110.687 493.198 229.241 10.2832
99 2000 2 0 0 10.1777 5.83438 2.65788
99 2000 3 329.588 1133.59 819.935 227.353 11.7345
99 2000 4 0 1.5907 2.03256 0.176744 0
99 2000 5 23.8619 98.0986 59.2668 40.7041 7.98859
99 2000 6 10.2838 120.797 152.757 1.70021 0.511946
99 2000 7 178.047 409.055 108.49 13.8293 2.97333
99 2000 8 2.40171 19.3471 0.800571 0.800571 0
99 2000 9 68.3221 141.509 66.689 4.79402 0.696321
3 2000 1 28.2328 100.737 514.037 219.921 15.5619
3 2000 2 3.07152 2.78795 9.78599 2.46444 0.5601
3 2000 3 431.893 912.365 923.314 245.308 12.4295
3 2000 4 0.0666667 1.62979 2.04563 0.0579196 0
3 2000 5 74.8419 79.616 51.1665 18.9937 1.12151
3 2000 6 13.7372 129.744 137.251 4.71764 0.599506
3 2000 7 135.216 438.809 113.727 16.828 1.83588
3 2000 8 11.675 11.675 0 0 0
3 2000 9 58.8592 136.927 71.7825 14.1351 0.305864
62 2000 1 30.1105 189.398 434.936 208.832 15.2135
62 2000 2 0.987356 4.14074 9.4172 4.1247 0
62 2000 3 337.898 1014.9 966.305 200.687 5.52136
62 2000 4 0.953016 1.19127 1.5954 0.0603175 0
62 2000 5 45.2572 64.4525 62.7158 10.7603 0.750245
62 2000 6 7.01472 100.987 170.099 7.44535 0.504497
52 2000 1 27.2691 152.231 463.551 222.527 12.912
62 2000 7 183.32 424.168 90.9243 14.9863 0.200719
52 2000 2 0.811739 0.162348 7.5167 9.8491 0.330107
62 2000 8 0 0 0 0 0
52 2000 3 362.973 934.463 993.368 220.444 10.2091
62 2000 9 57.7712 135.047 72.1065 16.099 0.985885
52 2000 4 0 1.07813 2.64907 0.0727969 0
6 2000 1 37.2056 134.391 477.393 216.934 12.5663
52 2000 5 9.4193 63.1462 58.109 53.689 8.47263
6 2000 2 0 0 12.1222 6.2989 0.248933
52 2000 6 4.14562 90.0235 178.069 13.403 0.408877
6 2000 3 292.321 917.055 1105.87 201.696 2.64459
42 2000 1 27.4772 178 476.799 182.78 13.4335
52 2000 7 176.786 405.739 98.713 20.4353 2.3806
6 2000 4 0.0330435 1.98261 1.78435 0 0
42 2000 2 4.6675 0.19911 8.34779 5.4556 0
52 2000 8 3.23761 18.6408 0.882983 0.588655 0
6 2000 5 55.5364 85.591 59.1183 22.7921 1.53514
42 2000 3 402.229 1059.52 805.222 252.954 5.38716
52 2000 9 90.6052 122.458 57.4343 11.5122 0
6 2000 6 8.20588 97.5057 164.845 15.4935 0
42 2000 4 0 1.09778 2.61778 0.0844444 0
6 2000 7 176.089 418.068 103.549 13.2434 2.65003
42 2000 5 64.6071 74.8434 45.8617 37.4893 7.11847
6 2000 8 1.66786 20.2228 0.625446 0.833929 0
32 2000 1 33.8754 118.434 449.422 252.849 23.9089
42 2000 6 4.24424 97.9087 176.585 7.13265 0.179061
6 2000 9 58.135 114.748 86.3629 22.3166 0.447635
32 2000 2 0 0.509721 8.0809 9.70894 0.370437
42 2000 7 206.847 389.772 101.825 15.1561 0
32 2000 3 276.202 1038.87 969.888 207.138 19.0357
42 2000 8 3.0129 17.3242 1.50645 1.50645 0
32 2000 4 1.71 1.52 0.57 0 0
42 2000 9 60.3221 117.523 84.5782 18.5502 1.03626
32 2000 5 37.2023 98.4206 60.7957 21.8844 2.03694
22 2000 1 13.324 109.731 512.001 223.999 19.4349
32 2000 6 7.54981 115.377 156.527 6.59613 0
22 2000 2 0 0.266714 10.5841 7.35242 0.46675
32 2000 7 174.804 415.107 95.9046 15.6882 2.61789
22 2000 3 318.976 917.138 978.435 272.653 32.0036
32 2000 8 0 0 0 0 0
22 2000 4 1.03127 1.5977 1.11627 0.0547631 0
32 2000 9 66.4624 118.954 66.7127 28.4013 1.47919
22 2000 5 47.4777 67.8442 71.1267 23.0757 3.15164
12 2000 1 45.1302 107.379 520.817 186.975 16.7021
22 2000 6 3.42282 93.4673 167.658 19.8768 1.62528
12 2000 2 2.06806 1.85656 5.082 9.48415 0.179232
22 2000 7 205.124 377.982 111.732 10.3996 4.41219
12 2000 3 313.421 1103.63 849.047 244.201 10.9144
22 2000 8 0 0 0 0 0
12 2000 4 1.97037 1.82963 0 0 0
22 2000 9 77.2749 123.178 51.5925 26.8294 3.13549
12 2000 5 32.8913 61.7534 59.3048 52.3041 3.22906
12 2000 6 10.2896 116.084 136.729 22.9478 0
12 2000 7 165.02 425.654 99.1737 16.7506 1.6157
12 2000 8 0 23.35 0 0 0
12 2000 9 64.484 139.99 67 9.30285 1.23293
55 2000 1 30.3127 144.267 445.325 229.467 24.2099
55 2000 2 2.15423 1.6971 7.01275 7.7772 0.0287231
55 2000 3 299.243 1226.46 765.664 226.93 3.60472
55 2000 4 0.85939 1.67728 1.17349 0.0898345 0
55 2000 5 83.0267 85.0582 45.9197 11.9707 3.94471
55 2000 6 2.4483 89.2556 189.139 5.20674 0
45 2000 1 27.9544 129.565 466.924 241.437 12.6098
55 2000 7 173.815 413.144 108.925 15.1791 1.29533
45 2000 2 0 2.8523 10.7299 4.84023 0.247596
55 2000 8 0.74127 20.3849 2.03849 0.185317 0
45 2000 3 364.12 1114.61 788.875 240.502 10.5451
55 2000 9 38.738 138.717 91.8769 12.2315 0.446494
45 2000 4 0.497218 1.34609 1.95669 0 0
45 2000 5 83.9635 74.9802 37.096 20.494 5.72232
45 2000 6 10.1139 129.407 142.482 3.99018 0.0569254
35 2000 1 23.8276 125.455 495.475 226.497 7.23516
45 2000 7 161.47 393.548 130.094 22.0989 4.1124
35 2000 2 0 0.269117 10.5038 7.75064 0.146431
45 2000 8 0 0 0 0 0
35 2000 3 386.461 905.546 974.63 242.324 5.54125
45 2000 9 64.0831 144.392 63.2691 10.2657 0
35 2000 4 0 0 0 0 0
35 2000 5 98.6813 78.2901 12.0239 23.3278 1.74035
25 2000 1 35.014 137.084 503.916 188.151 14.325
35 2000 6 8.0421 109.635 156.835 10.8371 0.700674
25 2000 2 0.0472061 0.498942 10.6869 4.51272 2.92427
35 2000 7 169.282 438.647 90.3789 11.2219 2.75114
25 2000 3 477.254 1021.28 784.185 221.639 20.9568
35 2000 8 4.56848 15.7359 2.28424 0.761413 0
25 2000 4 0 0 0 0 0
35 2000 9 67.5715 110.022 100.811 3.60603 0
25 2000 5 67.3997 68.3777 61.5545 25.6775 6.91055
15 2000 1 25.9006 95.9095 502.247 229.764 24.6687
25 2000 6 7.48471 105 161.909 9.09397 2.56271
15 2000 2 0 0 5.90182 11.5912 1.17702
25 2000 7 166.418 417.381 115.071 12.3428 0.188492
15 2000 3 282.138 1082.84 907.079 245.846 5.38427
25 2000 8 0 0 0 0 0
15 2000 4 0 0 0 0 0
25 2000 9 52.914 118.046 87.5371 16.3434 7.16975
15 2000 5 2.92722 93.7953 102.134 13.4453 0.58728
15 2000 6 5.95187 121.512 152.949 5.63762 0
15 2000 7 179.642 385.177 119.461 24.07 3.01979
15 2000 8 3.77721 8.82935 10.2233 0.520173 0
15 2000 9 81.5 133.647 56.015 9.43489 1.41291
92 2000 1 33.964 147.42 466.309 216.41 14.3876
92 2000 2 0 0.17866 12.4175 5.89201 0.181851
92 2000 3 383.436 977.48 928.799 222.796 9.13386
92 2000 4 1.615 1.45134 0.620792 0.112871 0
92 2000 5 38.8624 129.39 41.0889 9.08269 0
92 2000 6 6.49482 127.576 138.84 12.4089 0.73034
82 2000 1 28.28 114.363 472.28 237.978 22.3653
92 2000 7 182.791 396.273 111.34 14.5196 4.81243
82 2000 2 0 0.858373 12.976 4.26275 0.572843
92 2000 8 0 0 0 0 0
82 2000 3 383.708 975.095 902.69 238.454 23.5011
92 2000 9 72.0046 121.705 82.1734 6.12655 0
82 2000 4 0 1.2234 2.3635 0.213104 0
82 2000 5 77.7345 82.3837 53.3669 14.5895 1.84542
82 2000 6 11.7884 102.891 159.958 11.2694 0.143168
72 2000 1 42.3981 129.023 475.796 216.511 14.762
58 2000 1 20.936 148.259 451.407 241.852 13.4024
82 2000 7 155.519 442.739 72.4207 35.0648 1.89039
72 2000 2 1.69727 3.0088 4.9118 7.35485 1.69727
58 2000 2 0 4.6443 7.39957 6.62613 0
82 2000 8 9.08056 11.0264 1.94583 1.29722 0
72 2000 3 382.31 851.683 1020.36 267.078 3.87843
58 2000 3 498.701 827.02 914.848 267.236 15.4104
82 2000 9 49.4944 167.771 48.0032 15.2319 1.50908
72 2000 4 0 1.23067 2.23294 0.336388 0
58 2000 4 0 0.913506 2.66312 0.223377 0
72 2000 5 46.7366 90.2983 67.8494 9.97315 1.92429
58 2000 5 14.698 89.0525 88.5291 20.3878 4.47927
72 2000 6 11.1242 105.676 144.853 24.397 0
58 2000 6 3.68492 138.281 138.345 5.73898 0
48 2000 1 21.4519 113.768 490.335 235.028 17.9064
72 2000 7 169.154 400.119 127.938 13.9348 2.45417
58 2000 7 157.784 433.221 100.934 8.2517 0.17191
48 2000 2 2.66714 0.846365 5.95682 8.89197 0.3077
72 2000 8 11.675 11.675 0 0 0
58 2000 8 23.35 0 0 0 0
48 2000 3 307.161 1093.18 881.699 229.507 4.94121
72 2000 9 46.5368 174.445 54.8914 5.866 0.271163
58 2000 9 81.4937 123.362 69.2398 5.90363 2.01077
48 2000 4 1.44762 1.38133 0.86997 0.101079 0
48 2000 5 30.031 116.652 56.9236 24.903 1.41011
48 2000 6 5.50497 116.743 144.697 18.7951 0.310123
38 2000 1 25.3293 133.943 448.548 244.515 26.1551
48 2000 7 166.372 409.489 82.1143 37.2743 9.31821
38 2000 2 0.0444524 3.37434 7.68622 7.468 0.096987
48 2000 8 8.26979 14.1073 0.972917 0 0
38 2000 3 246.39 1065.96 987.054 218.472 7.43906
48 2000 9 45.6153 144.265 67.8264 20.1122 4.19148
38 2000 4 0.263889 1.73714 1.48532 0.313651 0
38 2000 5 78.5797 76.4305 41.9454 17.5132 3.35023
28 2000 1 21.3525 133.652 478.955 229.69 14.8398
