73 2003 A 93 47.108
14 2003 B 34 0
73 2003 A 94 24.6829
14 2003 B 35 8.46593
73 2003 A 95 13.6612
14 2003 B 36 0
73 2003 A 96 28.2583
14 2003 B 37 4.13521
73 2003 A 97 15.4911
14 2003 B 38 46.7697
73 2003 A 98 10.8952
14 2003 B 39 0
73 2003 A 99 0
16 2003 A 50 852.712
16 2003 A 51 1039.86
16 2003 A 52 1046.56
16 2003 A 53 939.809
83 2003 B 70 432.958
16 2003 A 54 950.701
83 2003 B 71 270.332
16 2003 A 55 968.372
83 2003 B 72 249.6
16 2003 A 56 1053.07
83 2003 B 73 242.109
16 2003 A 57 817.803
83 2003 B 74 236.474
16 2003 A 58 778.151
83 2003 B 75 166.987
16 2003 A 59 808.695
83 2003 B 76 163.655
83 2003 B 77 156.536
83 2003 B 78 138.199
83 2003 B 79 107.247
26 2003 B 30 4.31347
85 2003 A 90 46.8244
26 2003 B 31 0
85 2003 A 91 65.6594
26 2003 B 32 0
85 2003 A 92 16.5426
26 2003 B 33 0
85 2003 A 93 74.5657
26 2003 B 34 1.43782
85 2003 A 94 15.3965
26 2003 B 35 2.33613
85 2003 A 95 17.0074
26 2003 B 36 0
85 2003 A 96 13.6152
26 2003 B 37 5.7513
85 2003 A 97 15.5669
28 2003 A 40 114.552
26 2003 B 38 6.60246
85 2003 A 98 7.29553
28 2003 A 41 79.585
26 2003 B 39 12.9404
85 2003 A 99 10.6877
28 2003 A 42 158.406
28 2003 A 43 160.448
28 2003 A 44 212.054
28 2003 A 45 363.013
28 2003 A 46 356.943
28 2003 A 47 558.571
28 2003 A 48 542.979
28 2003 A 49 716.213
95 2003 B 70 403.562
95 2003 B 71 266.875
95 2003 B 72 318.201
95 2003 B 73 233.745
95 2003 B 74 184.717
95 2003 B 75 221.607
71 2003 B 80 125.333
36 2003 B 100 0
95 2003 B 76 131.68
71 2003 B 81 101.7
95 2003 B 77 128.817
71 2003 B 82 78.8881
97 2003 A 80 189.829
95 2003 B 78 159.416
71 2003 B 83 92.9406
97 2003 A 81 213.814
95 2003 B 79 106.142
71 2003 B 84 52.9605
97 2003 A 82 154.477
71 2003 B 85 89.1431
97 2003 A 83 119.791
71 2003 B 86 54.9197
97 2003 A 84 78.124
71 2003 B 87 24.6472
97 2003 A 85 135.226
71 2003 B 88 51.7228
97 2003 A 86 117.564
71 2003 B 89 30.0052
38 2003 B 30 3.15933
97 2003 A 87 56.319
38 2003 B 31 0
97 2003 A 88 95.1467
38 2003 B 32 0
97 2003 A 89 34.3001
38 2003 B 33 3.15933
38 2003 B 34 1.57967
38 2003 B 35 7.115
14 2003 B 40 36.4149
38 2003 B 36 0
14 2003 B 41 29.3987
38 2003 B 37 1.57967
14 2003 B 42 52.3793
38 2003 B 38 31.1079
14 2003 B 43 67.1764
38 2003 B 39 11.0577
14 2003 B 44 171.112
14 2003 B 45 155.702
14 2003 B 46 190.219
14 2003 B 47 242.001
14 2003 B 48 236.259
14 2003 B 49 251.097
16 2003 A 60 784.751
16 2003 A 61 998.623
16 2003 A 62 1091.21
16 2003 A 63 1406.6
83 2003 B 80 145.958
16 2003 A 64 1575.31
83 2003 B 81 132.647
16 2003 A 65 1744.72
83 2003 B 82 73.0181
16 2003 A 66 1532.39
8 2003 B 30 4.02741
83 2003 B 83 84.5819
16 2003 A 67 1662.63
8 2003 B 31 0
83 2003 B 84 61.6198
16 2003 A 68 1494.16
8 2003 B 32 0
83 2003 B 85 95.3323
16 2003 A 69 1011.16
8 2003 B 33 5.36988
83 2003 B 86 54.223
8 2003 B 34 0
83 2003 B 87 47.5083
8 2003 B 35 10.9999
83 2003 B 88 31.8867
8 2003 B 36 0
83 2003 B 89 45.457
8 2003 B 37 1.34247
8 2003 B 38 16.1561
8 2003 B 39 12.0822
26 2003 B 40 30.3557
26 2003 B 41 33.8072
26 2003 B 42 66.4837
26 2003 B 43 95.0246
26 2003 B 44 124.729
26 2003 B 45 175.497
26 2003 B 46 161.707
26 2003 B 47 209.249
28 2003 A 50 941.187
26 2003 B 48 252.013
28 2003 A 51 986.01
26 2003 B 49 211.678
28 2003 A 52 1235.52
28 2003 A 53 975.71
28 2003 A 54 932.11
28 2003 A 55 941.619
50 2003 A 30 582.13
28 2003 A 56 1017.64
50 2003 A 31 161.288
28 2003 A 57 824.669
50 2003 A 32 171.117
28 2003 A 58 818.487
50 2003 A 33 123.603
28 2003 A 59 922.138
50 2003 A 34 111.071
95 2003 B 80 157.869
50 2003 A 35 91.029
95 2003 B 81 78.7488
50 2003 A 36 45.7169
95 2003 B 82 72.4838
50 2003 A 37 41.195
95 2003 B 83 125.367
50 2003 A 38 34.918
95 2003 B 84 110.681
50 2003 A 39 37.6415
98 2003 A 100 21.1882
95 2003 B 85 106.025
71 2003 B 90 18.205
95 2003 B 86 88.7068
71 2003 B 91 18.9408
95 2003 B 87 41.7586
71 2003 B 92 12.4297
97 2003 A 90 62.6487
95 2003 B 88 53.1436
71 2003 B 93 2.09182
97 2003 A 91 44.641
95 2003 B 89 17.6881
71 2003 B 94 0
97 2003 A 92 27.1515
71 2003 B 95 3.34845
97 2003 A 93 65.2951
71 2003 B 96 0
97 2003 A 94 14.5366
71 2003 B 97 0
97 2003 A 95 39.0147
71 2003 B 98 0
97 2003 A 96 36.1621
71 2003 B 99 0
38 2003 B 40 46.0233
97 2003 A 97 14.417
38 2003 B 41 39.0707
97 2003 A 98 13.6655
38 2003 B 42 40.6006
97 2003 A 99 0
38 2003 B 43 80.3922
38 2003 B 44 108.997
38 2003 B 45 134.502
14 2003 B 50 250.684
38 2003 B 46 134.846
26 2003 A 100 35.7019
14 2003 B 51 306.293
38 2003 B 47 190.648
14 2003 B 52 351.828
38 2003 B 48 229.818
14 2003 B 53 306.929
38 2003 B 49 205.732
14 2003 B 54 331.585
14 2003 B 55 306.67
14 2003 B 56 276.605
14 2003 B 57 285.409
14 2003 B 58 272.782
62 2003 A 30 514.683
14 2003 B 59 371.433
