59 2005 B 60 1928.97
59 2005 B 61 1863.25
59 2005 B 62 1912.61
59 2005 B 63 1860.61
59 2005 B 64 1931.86
59 2005 B 65 1784.65
81 2005 B 40 82.454
59 2005 B 66 1572.08
81 2005 B 41 105.777
59 2005 B 67 1620.11
81 2005 B 42 120.694
59 2005 B 68 1334.57
81 2005 B 43 252.503
59 2005 B 69 941.717
81 2005 B 44 359.021
81 2005 B 45 415.27
81 2005 B 46 548.82
35 2005 B 80 240.748
81 2005 B 47 627.572
35 2005 B 81 282.648
81 2005 B 48 777.6
35 2005 B 82 128.37
81 2005 B 49 956.763
35 2005 B 83 198.938
35 2005 B 84 142.71
35 2005 B 85 106.062
11 2005 B 90 43.1388
35 2005 B 86 86.2088
11 2005 B 91 19.7296
35 2005 B 87 51.9072
11 2005 B 92 6.76648
37 2005 A 90 42.0504
35 2005 B 88 83.5946
11 2005 B 93 9.02197
83 2005 A 60 517.757
37 2005 A 91 26.4142
35 2005 B 89 36.8499
11 2005 B 94 2.25549
83 2005 A 61 539.022
37 2005 A 92 27.906
11 2005 B 95 4.51099
98 2005 A 100 0
83 2005 A 62 833.96
37 2005 A 93 8.95061
11 2005 B 96 4.51099
83 2005 A 63 1054.9
37 2005 A 94 14.7966
11 2005 B 97 0
83 2005 A 64 1149.95
37 2005 A 95 4.4753
11 2005 B 98 4.51099
83 2005 A 65 1388.55
37 2005 A 96 23.2153
11 2005 B 99 0
83 2005 A 66 1437.73
37 2005 A 97 8.9506
83 2005 A 67 1655.21
37 2005 A 98 28.6791
83 2005 A 68 1465.33
37 2005 A 99 5.84599
83 2005 A 69 1187
47 2005 B 70 954.112
26 2005 A 100 0
5 2005 B 80 275.155
93 2005 B 40 80.4443
47 2005 B 71 658.52
5 2005 B 81 261.557
93 2005 B 41 137.3
47 2005 B 72 593.816
5 2005 B 82 210.137
93 2005 B 42 108.084
47 2005 B 73 524.128
5 2005 B 83 131.806
93 2005 B 43 287.983
47 2005 B 74 391.541
5 2005 B 84 124.829
93 2005 B 44 384.666
47 2005 B 75 505.866
5 2005 B 85 119.549
93 2005 B 45 477.712
47 2005 B 76 233.073
5 2005 B 86 69.7574
93 2005 B 46 510.552
47 2005 B 77 369.177
5 2005 B 87 103.322
93 2005 B 47 616.71
47 2005 B 78 388.501
5 2005 B 88 72.4243
93 2005 B 48 722.561
47 2005 B 79 275.157
5 2005 B 89 21.7987
93 2005 B 49 897.082
23 2005 B 90 25.9695
23 2005 B 91 17.6622
23 2005 B 92 2.56285
49 2005 A 90 29.3971
23 2005 B 93 2.28512
95 2005 A 60 532.423
49 2005 A 91 19.162
23 2005 B 94 6.85535
95 2005 A 61 664.116
49 2005 A 92 18.5528
23 2005 B 95 4.57023
95 2005 A 62 740.917
49 2005 A 93 8.78867
23 2005 B 96 0
95 2005 A 63 959.249
49 2005 A 94 19.2452
23 2005 B 97 0
95 2005 A 64 1012.51
49 2005 A 95 2.72647
23 2005 B 98 6.85535
95 2005 A 65 1409
71 2005 A 70 1371.51
49 2005 A 96 8.73321
23 2005 B 99 9.14047
95 2005 A 66 1572.1
71 2005 A 71 952.456
49 2005 A 97 4.0897
95 2005 A 67 1669.17
