97 1994 B 100 0
77 1994 A 84 99.4926
77 1994 A 85 262.821
53 1994 A 90 101.584
77 1994 A 86 17.9683
53 1994 A 91 31.8695
77 1994 A 87 232.765
53 1994 A 92 146.207
77 1994 A 88 135.647
53 1994 A 93 30.3475
77 1994 A 89 117.392
53 1994 A 94 7.08211
53 1994 A 95 1.77053
53 1994 A 96 7.08211
53 1994 A 97 22.5466
53 1994 A 98 10.6232
53 1994 A 99 17.235
87 1994 B 60 49.5926
87 1994 B 61 46.7113
25 1994 B 100 15.5982
87 1994 B 62 24.5905
87 1994 B 63 149.597
87 1994 B 64 90.5955
87 1994 B 65 109.45
63 1994 B 70 163.447
87 1994 B 66 113.184
63 1994 B 71 174.774
87 1994 B 67 148.674
63 1994 B 72 197.185
87 1994 B 68 89.0871
63 1994 B 73 167.61
87 1994 B 69 275.998
63 1994 B 74 185.659
63 1994 B 75 200.722
63 1994 B 76 118.571
63 1994 B 77 147.985
63 1994 B 78 89.8672
63 1994 B 79 130.51
89 1994 A 80 135.347
89 1994 A 81 112.737
89 1994 A 82 131.722
89 1994 A 83 96.897
89 1994 A 84 204.313
89 1994 A 85 429.577
65 1994 A 90 105.429
89 1994 A 86 45.2272
65 1994 A 91 28.8916
89 1994 A 87 157.281
65 1994 A 92 56.4364
89 1994 A 88 158.19
65 1994 A 93 15.8331
89 1994 A 89 115.336
65 1994 A 94 44.5292
65 1994 A 95 59.9959
65 1994 A 96 0
65 1994 A 97 68.4934
65 1994 A 98 0
65 1994 A 99 56.5969
99 1994 B 60 30.4461
99 1994 B 61 103.4
99 1994 B 62 111.04
99 1994 B 63 124.402
99 1994 B 64 86.2723
99 1994 B 65 134.661
75 1994 B 70 158.086
99 1994 B 66 66.0057
75 1994 B 71 190.309
99 1994 B 67 278.662
75 1994 B 72 179.263
30 1994 A 30 125.8
99 1994 B 68 109.384
75 1994 B 73 232.349
30 1994 A 31 0
99 1994 B 69 129.827
75 1994 B 74 134.447
30 1994 A 32 46.4121
75 1994 B 75 93.9172
51 1994 B 80 146.181
30 1994 A 33 1.62822
75 1994 B 76 128.857
51 1994 B 81 173.611
30 1994 A 34 76.5421
75 1994 B 77 138.708
51 1994 B 82 162.908
30 1994 A 35 54.9643
75 1994 B 78 108.065
51 1994 B 83 74.112
30 1994 A 36 41.5275
75 1994 B 79 125.564
51 1994 B 84 157.87
30 1994 A 37 0
51 1994 B 85 134.907
30 1994 A 38 6.51288
51 1994 B 86 87.2561
30 1994 A 39 6.51288
51 1994 B 87 82.3304
51 1994 B 88 85.8084
51 1994 B 89 30.8793
18 1994 B 30 47.1241
77 1994 A 90 228.606
18 1994 B 31 0
77 1994 A 91 66.8844
18 1994 B 32 0
77 1994 A 92 94.5513
18 1994 B 33 0
77 1994 A 93 63.6763
18 1994 B 34 0
77 1994 A 94 44.0905
18 1994 B 35 0
77 1994 A 95 56.403
18 1994 B 36 0
77 1994 A 96 4.49207
18 1994 B 37 0
77 1994 A 97 39.5984
18 1994 B 38 8.20741
77 1994 A 98 0
18 1994 B 39 0
77 1994 A 99 0
87 1994 B 70 172.034
87 1994 A 100 13.478
87 1994 B 71 147.753
87 1994 B 72 197.763
42 1994 A 30 64.0037
87 1994 B 73 162.162
42 1994 A 31 0
87 1994 B 74 153.268
42 1994 A 32 38.7174
87 1994 B 75 165.087
63 1994 B 80 123.808
42 1994 A 33 7.22464
87 1994 B 76 129.761
63 1994 B 81 122.694
42 1994 A 34 21.1649
87 1994 B 77 100.854
63 1994 B 82 110.07
42 1994 A 35 19.3588
87 1994 B 78 105.192
63 1994 B 83 66.1498
42 1994 A 36 46.2093
87 1994 B 79 199.346
63 1994 B 84 110.515
42 1994 A 37 0
63 1994 B 85 92.8961
42 1994 A 38 5.41848
63 1994 B 86 42.8158
42 1994 A 39 0
63 1994 B 87 134.264
63 1994 B 88 94.0039
63 1994 B 89 31.4982
89 1994 A 90 107.204
89 1994 A 91 23.0613
15 1994 A 100 3.50757
89 1994 A 92 35.6183
89 1994 A 93 21.4886
89 1994 A 94 42.1773
89 1994 A 95 80.511
89 1994 A 96 5.76532
89 1994 A 97 97.9234
89 1994 A 98 1.92177
89 1994 A 99 0
90 1994 A 100 19.0755
99 1994 B 70 221.606
99 1994 B 71 154.645
99 1994 B 72 112.276
99 1994 B 73 111.056
99 1994 B 74 137.667
99 1994 B 75 200.45
75 1994 B 80 151.082
99 1994 B 76 150.446
75 1994 B 81 228.476
99 1994 B 77 128.693
75 1994 B 82 203.739
30 1994 A 40 3.25644
99 1994 B 78 112.931
75 1994 B 83 113.221
30 1994 A 41 1.62822
99 1994 B 79 91.1262
75 1994 B 84 90.2636
30 1994 A 42 1.62822
75 1994 B 85 85.8428
51 1994 B 90 58.7781
30 1994 A 43 15.4622
75 1994 B 86 97.4743
51 1994 B 91 46.803
30 1994 A 44 44.7839
75 1994 B 87 119.013
51 1994 B 92 24.4669
30 1994 A 45 83.055
75 1994 B 88 86.1969
51 1994 B 93 15.7468
30 1994 A 46 79.3876
75 1994 B 89 13.359
51 1994 B 94 63.7123
30 1994 A 47 199.496
51 1994 B 95 4.66604
30 1994 A 48 32.5644
51 1994 B 96 0
30 1994 A 49 113.991
51 1994 B 97 19.0625
51 1994 B 98 0
51 1994 B 99 0
18 1994 B 40 20.0307
18 1994 B 41 22.3326
18 1994 B 42 0
18 1994 B 43 23.2397
18 1994 B 44 18.2289
18 1994 B 45 17.5341
18 1994 B 46 23.2397
18 1994 B 47 28.2504
18 1994 B 48 30.3023
18 1994 B 49 49.4259
87 1994 B 80 115.771
87 1994 B 81 203.633
87 1994 B 82 174.423
42 1994 A 40 10.837
87 1994 B 83 128.541
42 1994 A 41 3.61232
87 1994 B 84 113.091
42 1994 A 42 19.3588
87 1994 B 85 77.897
63 1994 B 90 34.582
42 1994 A 43 52.6577
87 1994 B 86 51.5793
63 1994 B 91 32.9093
42 1994 A 44 9.0308
87 1994 B 87 95.9091
63 1994 B 92 13.7116
42 1994 A 45 117.959
87 1994 B 88 95.4745
63 1994 B 93 9.2541
42 1994 A 46 51.3605
87 1994 B 89 28.1393
63 1994 B 94 22.5202
42 1994 A 47 140.669
63 1994 B 95 11.4127
42 1994 A 48 78.4529
63 1994 B 96 2.87128
42 1994 A 49 63.2155
63 1994 B 97 0
63 1994 B 98 0
63 1994 B 99 7.86499
54 1994 A 30 66.7367
54 1994 A 31 4.90188
54 1994 A 32 3.26792
54 1994 A 33 4.32336
54 1994 A 34 3.26792
99 1994 B 80 131.728
54 1994 A 35 36.9512
99 1994 B 81 208.825
54 1994 A 36 18.4505
99 1994 B 82 134.902
54 1994 A 37 0
99 1994 B 83 66.4037
54 1994 A 38 13.0717
99 1994 B 84 107.475
54 1994 A 39 8.1698
99 1994 B 85 70.1658
75 1994 B 90 68.8488
66 1994 B 100 7.5008
99 1994 B 86 114.852
75 1994 B 91 18.1322
99 1994 B 87 118.28
75 1994 B 92 25.0483
30 1994 A 50 61.8724
99 1994 B 88 51.258
75 1994 B 93 8.90599
30 1994 A 51 74.8982
99 1994 B 89 33.5917
75 1994 B 94 19.2921
30 1994 A 52 258.905
75 1994 B 95 13.359
30 1994 A 53 331.382
75 1994 B 96 6.76101
30 1994 A 54 370.887
75 1994 B 97 0
30 1994 A 55 207.622
75 1994 B 98 22.2587
30 1994 A 56 166.49
75 1994 B 99 1.39479
30 1994 A 57 191.736
30 1994 A 58 614.318
30 1994 A 59 594.753
18 1994 B 50 14.1191
18 1994 B 51 69.7191
18 1994 B 52 20.5782
18 1994 B 53 49.4383
18 1994 B 54 42.3757
18 1994 B 55 117.106
40 1994 B 30 55.0404
18 1994 B 56 111.182
40 1994 B 31 9.36985
18 1994 B 57 65.8532
40 1994 B 32 0
18 1994 B 58 52.6349
66 1994 A 30 123.383
40 1994 B 33 0
18 1994 B 59 55.6601
