50 2002 5 1.99632 14.6085 18.2651 2.66584 0.394222
36 2002 5 0 10.6204 21.0099 5.98095 0.318739
4 2002 2 174.325 399.437 864.687 481.708 56.2433
50 2002 6 0 103.837 93.7382 12.3296 0.664854
26 2002 1 519.63 3033.94 4002.7 2460.15 271.155
36 2002 6 1.56947 95.9619 104.341 4.38143 4.31603
4 2002 3 781.396 1919.88 3974.15 2579.08 128.938
50 2002 7 1674 7066.25 756.685 39.3771 13.0817
26 2002 2 176.546 343.427 873.155 520.708 52.4596
36 2002 7 1727.78 7001.1 772.553 49.1752 4.71089
4 2002 4 0 0 0 0 0
50 2002 8 386.808 1016.26 281.498 30.9711 1.73017
26 2002 3 766.956 1783.36 4307.21 2416.61 168.746
36 2002 8 379.311 961.144 358.016 16.3556 2.44363
4 2002 5 0 15.809 16.6723 5.21788 0.230791
50 2002 9 192.681 701.735 244.518 33.8677 2.20834
26 2002 4 0 0 0 0 0
36 2002 9 130.735 754.951 237.131 44.7182 7.47486
4 2002 6 0.639753 113.235 83.0887 11.7126 1.89402
26 2002 5 0.274855 17.3037 13.4773 6.7156 0.15857
4 2002 7 1917.27 6673.95 897.118 41.0803 3.3299
16 2002 1 651.651 2937.34 4315.11 2200.72 200.954
26 2002 6 0 120.197 87.6822 2.61446 0.0767104
4 2002 8 328.841 1068.26 266.222 30.8321 2.71935
16 2002 2 180.602 303.692 923.603 470.587 88.1552
26 2002 7 1803.94 6762.87 929.104 38.7756 1.64335
4 2002 9 119.109 734.829 276.661 34.2882 2.698
16 2002 3 787.241 1888.66 3738.94 2843.86 149.784
26 2002 8 335.183 1038.14 268.247 61.3179 1.82366
16 2002 4 0 0 0 0 0
26 2002 9 126.797 718.034 273.626 53.4625 3.09102
16 2002 5 0.238306 16.3566 15.3022 5.42438 0.608503
16 2002 6 0.067751 107.879 84.6016 16.5414 1.48044
16 2002 7 1734.5 6911.58 798.938 73.8361 19.293
16 2002 8 339.757 1108.42 219.388 21.0203 0
16 2002 9 104.62 794.105 258.192 17.7855 0.306524
93 2002 1 295.493 3141.22 4149.65 2391.85 208.183
93 2002 2 107.548 280.922 881.87 627.879 66.0557
