Year,Detail Record Count,Date Received from AKR,Date Loaded to Repository,Processor Federal Permit,Processor Name,Processor Vessel,Processor Plant/Operation,Vessel Federal Permit,Vessel Name,Vessel Length,Species Group,Species Group Name,Gear,FMP Area,Regulatory Area,FMP Subarea,NMFS Area,Retained/Discarded,# Distinct Processors,# Distinct Vessels,Conf Flag,Catch (mt),Reporting Area Code
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,1607,"""""",GOLDEN ALASKA,,519,VANGUARD,94,YSOL,Yellowfin Sole,PTR,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.00704,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,1607,"""""",GOLDEN ALASKA,,1229,OCEAN LEADER,120,YSOL,Yellowfin Sole,PTR,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.00597,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,1610,"""""",REBECCA IRENE,,1610,REBECCA IRENE,140,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Discarded,1,1,1,2.0362287,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,1610,"""""",REBECCA IRENE,,1610,REBECCA IRENE,140,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Retained,1,1,1,201.5866413,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,1610,"""""",REBECCA IRENE,,1610,REBECCA IRENE,140,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,516,Discarded,1,1,1,0.0739777,516
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,1610,"""""",REBECCA IRENE,,1610,REBECCA IRENE,140,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,516,Retained,1,1,1,7.3237923,516
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,1996,"""""",KATIE ANN,,1996,KATIE ANN,296,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,96.31122,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,1996,"""""",KATIE ANN,,1996,KATIE ANN,296,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Retained,1,1,1,375.28958,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2090,"""""",BLUE GADUS,,2090,BLUE GADUS,152,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,521,Discarded,1,1,1,0.00387,521
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2090,"""""",BLUE GADUS,,2090,BLUE GADUS,152,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,524,Discarded,1,1,1,0.45734,524
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2110,"""""",CAPE HORN,,2110,CAPE HORN,158,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.10745,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2110,"""""",CAPE HORN,,2110,CAPE HORN,158,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.04115,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2110,"""""",CAPE HORN,,2110,CAPE HORN,158,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Retained,1,1,1,66.90951,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2110,"""""",CAPE HORN,,2110,CAPE HORN,158,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,516,Discarded,1,1,1,2.1312,516
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2110,"""""",CAPE HORN,,2110,CAPE HORN,158,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,516,Retained,1,1,1,61.49444,516
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2123,"""""",VAERDAL,,2123,VAERDAL,124,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,3.5481,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2123,"""""",VAERDAL,,2123,VAERDAL,124,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Retained,1,1,1,65.24849,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2123,"""""",VAERDAL,,2123,VAERDAL,124,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,516,Retained,1,1,1,92.00309,516
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2123,"""""",VAERDAL,,2123,VAERDAL,124,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,517,Retained,1,1,1,5.62756,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2134,"""""",OCEAN PEACE,,685,GREEN HOPE,98,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,1.7651255,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2134,"""""",OCEAN PEACE,,685,GREEN HOPE,98,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,33.5373845,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2134,"""""",OCEAN PEACE,,685,GREEN HOPE,98,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Discarded,1,1,1,2.6751512,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2134,"""""",OCEAN PEACE,,685,GREEN HOPE,98,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Retained,1,1,1,69.3402488,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2134,"""""",OCEAN PEACE,,2134,OCEAN PEACE,219,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,3.3711124,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2134,"""""",OCEAN PEACE,,2134,OCEAN PEACE,219,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,77.4725176,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2134,"""""",OCEAN PEACE,,2134,OCEAN PEACE,219,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Discarded,1,1,1,20.8574756,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2134,"""""",OCEAN PEACE,,2134,OCEAN PEACE,219,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Retained,1,1,1,445.6210444,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2134,"""""",OCEAN PEACE,,2134,OCEAN PEACE,219,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,516,Discarded,1,1,1,1.2470825,516
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2134,"""""",OCEAN PEACE,,2134,OCEAN PEACE,219,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,516,Retained,1,1,1,23.6945675,516
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2718,"""""",CLIPPER SURPRISE,,2718,CLIPPER SURPRISE,128,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,521,Discarded,1,1,1,0.23043,521
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2733,"""""",SEAFREEZE ALASKA,,2733,SEAFREEZE ALASKA,295,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.3156,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2733,"""""",SEAFREEZE ALASKA,,3373,ALASKA PROVIDER,171,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.24985,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2733,"""""",SEAFREEZE ALASKA,,3373,ALASKA PROVIDER,171,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,517,Retained,1,1,1,0.04176,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2733,"""""",SEAFREEZE ALASKA,,11770,ALASKA KNIGHT,144,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.13229,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,278,"""""",BOUNTIFUL,,278,BOUNTIFUL,165,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,512,Discarded,1,1,1,1.25695,512
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,278,"""""",BOUNTIFUL,,278,BOUNTIFUL,165,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,521,Discarded,1,1,1,0.06126,521
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,278,"""""",BOUNTIFUL,,278,BOUNTIFUL,165,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,524,Discarded,1,1,1,0.03111,524
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2800,"""""",US INTREPID,,1964,OCEAN HUNTER,99,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.04775,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2800,"""""",US INTREPID,,2800,US INTREPID,185,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.07745,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2800,"""""",US INTREPID,,2800,US INTREPID,185,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.7209,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2833,"""""",ALASKA MIST,,2833,ALASKA MIST,174,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,524,Discarded,1,1,1,0.02352,524
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2943,"""""",ARCTIC STORM,,2943,ARCTIC STORM,334,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,159.11703,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,2943,"""""",ARCTIC STORM,,2943,ARCTIC STORM,334,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Retained,1,1,1,628.05088,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,29997,"""""",BERING LEADER,,29997,BERING LEADER,124,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,521,Discarded,1,1,1,0.00665,521
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3242,"""""",CLIPPER ENDEAVOR,,3242,CLIPPER ENDEAVOR,128,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,517,Discarded,1,1,1,0.10864,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3242,"""""",CLIPPER ENDEAVOR,,3242,CLIPPER ENDEAVOR,128,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,521,Discarded,1,1,1,0.33352,521
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3245,"""""",SEATTLE ENTERPRISE,,3245,SEATTLE ENTERPRISE,270,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,11.173921,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3245,"""""",SEATTLE ENTERPRISE,,3245,SEATTLE ENTERPRISE,270,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,168.302399,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3245,"""""",SEATTLE ENTERPRISE,,3245,SEATTLE ENTERPRISE,270,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Discarded,1,1,1,4.167374,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3245,"""""",SEATTLE ENTERPRISE,,3245,SEATTLE ENTERPRISE,270,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Retained,1,1,1,72.244796,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,236,ROYAL ATLANTIC,124,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.0034315489,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,236,ROYAL ATLANTIC,124,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,517,Discarded,1,1,1,0.0027354649,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,411,DOMINATOR,124,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.0046418069,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,543,ROYAL AMERICAN,105,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.0118117514,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,543,ROYAL AMERICAN,105,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,517,Discarded,1,1,1,0.0050111999,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,723,MARGARET LYN,123,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.0022524119,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,723,MARGARET LYN,123,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,517,Discarded,1,1,1,0.0028657413,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,1109,KODIAK,111,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.0077512121,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,1292,GOLDEN DAWN,149,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,517,Discarded,1,1,1,0.0058383646,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,1318,GLADIATOR,124,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.0025622368,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,1318,GLADIATOR,124,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,517,Discarded,1,1,1,0.0091176718,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,3226,FARWEST LEADER,101,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,517,Discarded,1,1,1,0.0007993337,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,3407,BRENNA A,107,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.0189532477,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,4579,COURTNEY NORAL,58,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,519,Discarded,1,1,1,0.0004361728,519
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,4979,BARBARA J,110,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,517,Discarded,1,1,1,0.0005335891,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,5908,OCEAN BAY,58,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.0230353356,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,6134,SCOTCH CAP,58,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.0066891732,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,6134,SCOTCH CAP,58,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,517,Discarded,1,1,1,0.0005424876,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,31775,CYNOSURE,58,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.0192880177,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,32333,CLAIRE OCEANA,58,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,519,Discarded,1,1,1,0.0035685673,519
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,32693,KAIA,58,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,517,Discarded,1,1,1,0.001073054,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,33305,ADAMANT,58,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,517,Discarded,1,1,1,0.0001125408,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,33932,VIGILANT,58,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.0114142268,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3259,"""""",INDEPENDENCE,,34110,ORACLE,58,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,517,Discarded,1,1,1,0.0008087504,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3261,"""""",NORTHERN EAGLE,,3261,NORTHERN EAGLE,341,YSOL,Yellowfin Sole,PTR,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.04291,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,33320,"""""",NORTHERN LEADER,,33320,NORTHERN LEADER,184,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,521,Discarded,1,1,1,0.09143,521
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3336,"""""",OCEAN PROWLER,,3336,OCEAN PROWLER,155,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,521,Discarded,1,1,1,8.4457,521
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,33470,"""""",ARCTIC PROWLER,,33470,ARCTIC PROWLER,136,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,521,Discarded,1,1,1,7.92275,521
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,33470,"""""",ARCTIC PROWLER,,33470,ARCTIC PROWLER,136,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,524,Discarded,1,1,1,2.90308,524
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3357,"""""",PACIFIC GLACIER,,3357,PACIFIC GLACIER,276,YSOL,Yellowfin Sole,PTR,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.05371,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3369,"""""",UNIMAK,,3369,UNIMAK,185,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.5123854,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3369,"""""",UNIMAK,,3369,UNIMAK,185,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,50.7261546,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3369,"""""",UNIMAK,,3369,UNIMAK,185,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Discarded,1,1,1,3.9831321,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3369,"""""",UNIMAK,,3369,UNIMAK,185,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Retained,1,1,1,383.0141179,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3369,"""""",UNIMAK,,3369,UNIMAK,185,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,516,Discarded,1,1,1,1.8227733,516
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3369,"""""",UNIMAK,,3369,UNIMAK,185,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,516,Retained,1,1,1,180.4545567,516
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3396,"""""",ARCTIC FJORD,,3396,ARCTIC FJORD,275,YSOL,Yellowfin Sole,PTR,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.00979,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,33989,"""""",BLUE NORTH,,33989,BLUE NORTH,191,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,524,Discarded,1,1,1,0.53861,524
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,34017,"""""",ARAHO,,34017,ARAHO,194,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Retained,1,1,1,134.23269,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3406,"""""",PAVLOF,,3406,PAVLOF,166,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,1.49576,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3406,"""""",PAVLOF,,3406,PAVLOF,166,YSOL,Yellowfin Sole,POT,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.03788,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3414,"""""",STARBOUND,,3414,STARBOUND,300,YSOL,Yellowfin Sole,PTR,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.15034,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3423,"""""",ALASKA WARRIOR,,685,GREEN HOPE,98,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,18.02433,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3423,"""""",ALASKA WARRIOR,,685,GREEN HOPE,98,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Retained,1,1,1,125.05023,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3423,"""""",ALASKA WARRIOR,,685,GREEN HOPE,98,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,516,Retained,1,1,1,10.33081,516
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3423,"""""",ALASKA WARRIOR,,3423,ALASKA WARRIOR,215,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,71.93338,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3423,"""""",ALASKA WARRIOR,,3423,ALASKA WARRIOR,215,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Retained,1,1,1,334.69055,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3423,"""""",ALASKA WARRIOR,,3423,ALASKA WARRIOR,215,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,516,Retained,1,1,1,33.34326,516
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,34249,"""""",SEAFREEZE AMERICA,,1193,BAY ISLANDER,88,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.05143,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,34249,"""""",SEAFREEZE AMERICA,,6202,ALASKA ENDEAVOR,130,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.05869,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,34249,"""""",SEAFREEZE AMERICA,,6202,ALASKA ENDEAVOR,130,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,517,Discarded,1,1,1,0.17738,517
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,34249,"""""",SEAFREEZE AMERICA,,34249,SEAFREEZE AMERICA,208,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.0750739,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,34249,"""""",SEAFREEZE AMERICA,,34249,SEAFREEZE AMERICA,208,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.0053361,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3442,"""""",OCEAN ROVER,,3442,OCEAN ROVER,256,YSOL,Yellowfin Sole,PTR,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.03397,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3671,"""""",KODIAK ENTERPRISE,,3671,KODIAK ENTERPRISE,275,YSOL,Yellowfin Sole,PTR,BSAI,Bering Sea,BS,509,Discarded,1,1,1,0.11281,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3672,"""""",FRONTIER MARINER,,3672,FRONTIER MARINER,135,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,513,Discarded,1,1,1,7.22385,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3673,"""""",FRONTIER SPIRIT,,3673,FRONTIER SPIRIT,135,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,513,Discarded,1,1,1,4.59673,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3673,"""""",FRONTIER SPIRIT,,3673,FRONTIER SPIRIT,135,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,521,Discarded,1,1,1,44.42067,521
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3673,"""""",FRONTIER SPIRIT,,3673,FRONTIER SPIRIT,135,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,524,Discarded,1,1,1,1.80015,524
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3681,"""""",AMERICAN DYNASTY,,3681,AMERICAN DYNASTY,272,YSOL,Yellowfin Sole,PTR,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.1881,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3694,"""""",ARICA,,3694,ARICA,186,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,509,Retained,1,1,1,14.6263,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3694,"""""",ARICA,,3694,ARICA,186,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Discarded,1,1,1,2.1650629,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3694,"""""",ARICA,,3694,ARICA,186,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,513,Retained,1,1,1,351.7398771,513
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3694,"""""",ARICA,,3694,ARICA,186,YSOL,Yellowfin Sole,NPT,BSAI,Bering Sea,BS,516,Retained,1,1,1,151.53798,516
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3703,"""""",OCEAN PHOENIX,,517,VESTERAALEN,124,YSOL,Yellowfin Sole,PTR,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.01855,509
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,372,"""""",U S  LIBERATOR,,372,U S  LIBERATOR,162,YSOL,Yellowfin Sole,HAL,BSAI,Bering Sea,BS,521,Discarded,1,1,1,0.17018,521
2018,1,2018-02-04 22:28:15,2018-02-08 14:21:14,3794,"""""",ALASKA OCEAN,,3794,ALASKA OCEAN,376,YSOL,Yellowfin Sole,PTR,BSAI,Bering Sea,BS,509,Retained,1,1,1,0.01127,509
